Type,Identification,Field,Locale,Market,Status,Default content,Translated content
METAFIELD,'34523617525993,value,ar,,,"{""type"":""root"",""children"":[{""listType"":""unordered"",""type"":""list"",""children"":[{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Deep cleansing that respects natural balance: "",""bold"":true},{""type"":""text"",""value"":""Removes impurities and accumulated residues while preserving scalp hydration and protective function.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Repairs and strengthens from the root: "",""bold"":true},{""type"":""text"",""value"":""Reinforces the scalp's natural barrier and the follicles, promoting a stronger, more resilient foundation for hair growth.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Rebuilds the fiber and reduces breakage: "",""bold"":true},{""type"":""text"",""value"":""Improves hair's structural integrity, increases elasticity and decreases breakage and fragility.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Protects against external damage: "",""bold"":true},{""type"":""text"",""value"":""Defends hair from environmental, thermal and oxidative stress, helping prevent premature deterioration.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Restores hydration, shine and manageability: "",""bold"":true},{""type"":""text"",""value"":""Replenishes essential hydration, improves scalp comfort and leaves hair softer, shinier and easier to style.""}]}]}]}","{""type"":""root"",""children"":[{""listType"":""unordered"",""type"":""list"",""children"":[{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""تنظيف عميق يحترم التوازن الطبيعي: "",""bold"":true},{""type"":""text"",""value"":""يزيل الشوائب والرواسب المتراكمة مع الحفاظ على ترطيب فروة الرأس ووظيفتها الواقية.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""يصلح ويقوي من الجذر: "",""bold"":true},{""type"":""text"",""value"":""يعزز الحاجز الطبيعي لفروة الرأس والبصيلات، مما يعزز أساسًا أقوى وأكثر مرونة لنمو الشعر.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""يعيد بناء الألياف ويقلل من التكسر: "",""bold"":true},{""type"":""text"",""value"":""يحسن من سلامة الشعر الهيكلية، يزيد من المرونة ويقلل من التكسر والهشاشة.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""يحمي من الأضرار الخارجية: "",""bold"":true},{""type"":""text"",""value"":""يدافع عن الشعر من الإجهاد البيئي، الحراري والتأكسدي، مما يساعد في منع التدهور المبكر.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""يستعيد الترطيب، اللمعان وسهولة التصفيف: "",""bold"":true},{""type"":""text"",""value"":""يعيد الترطيب الأساسي، يحسن من راحة فروة الرأس ويترك الشعر أكثر نعومة، لمعانًا وأسهل في التصفيف.""}]}]}]}"
METAFIELD,'34523617591529,value,ar,,,543615,
METAFIELD,'34523617624297,value,ar,,,new,جديد
METAFIELD,'34523617657065,value,ar,,,"{""reviewCount"":0,""reviewAverageValue"":""0.0""}","{""reviewCount"":0,""reviewAverageValue"":""0.0""}"
METAFIELD,'34523642527977,value,ar,,,8452,
METAFIELD,'34523642560745,value,ar,,,8452,
METAFIELD,'34523642593513,value,ar,,,Advanced 3‑step repairing routine that rebuilds the scalp and hair fiber.,روتين إصلاح متقدم من 3 خطوات يعيد بناء فروة الرأس وألياف الشعر.
METAFIELD,'34523642626281,value,ar,,,267 mL | 200 mL | 50 mL,267 مل | 200 مل | 50 مل
METAFIELD,'34523642659049,value,ar,,,Black Garlic+ Ceramides,ثوم أسود + سيراميدات
METAFIELD,'34523642691817,value,ar,,,adult,بالغ
METAFIELD,'34523642724585,value,ar,,,Rutina Reparadora y Fortalecedora con Ajo Negro y Ceramidas | TARA,روتين إصلاح وتقوية مع ثوم أسود وسيراميدات | تارا
METAFIELD,'34523642757353,value,ar,,,"Potente rutina capilar reparadora que reconstruye el cabello, fortalece desde la raíz, protege contra los daños y restaura el brillo y la suavidad del cabello. ",روتين قوي للعناية بالشعر يصلح الشعر، يقوي من الجذر، يحمي من الأضرار ويعيد اللمعان والنعومة للشعر.
METAFIELD,'34523642790121,value,ar,,,"{""type"":""root"",""children"":[{""type"":""paragraph"",""children"":[{""type"":""text"",""value"":""A perfect blend of sweet and woody notes. It has a defined, harmonious character highlighted by fruity and floral top notes. A lily‑of‑the‑valley heart provides freshness, while a base of musk, cedar and powdery accords creates a warm, welcoming fragrance.""}]}]}","{""type"":""root"",""children"":[{""type"":""paragraph"",""children"":[{""type"":""text"",""value"":""مزيج مثالي من النكهات الحلوة والخشبية. له طابع محدد ومتوازن يبرز من خلال النكهات الفاكهية والزهورية. قلب من زنبق الوادي يوفر انتعاشًا، بينما قاعدة من المسك، الأرز ونغمات بودرية تخلق عطرًا دافئًا ومرحبًا.""}]}]}"
METAFIELD,'34523642822889,value,ar,,,Fragrance,عطر
METAFIELD,'34523642855657,value,ar,,,"{""type"":""root"",""children"":[{""type"":""paragraph"",""children"":[{""type"":""text"",""value"":""All our formulas are free from sulfates, silicones, parabens, mineral oils and animal testing.""}]}]}","{""type"":""root"",""children"":[{""type"":""paragraph"",""children"":[{""type"":""text"",""value"":""جميع تركيباتنا خالية من الكبريتات، السيليكون، البارابين، الزيوت المعدنية واختبار الحيوانات.""}]}]}"
METAFIELD,'34523642888425,value,ar,,,Free Of,خالية من
METAFIELD,'34523643085033,value,ar,,,"{""type"":""root"",""children"":[{""type"":""list"",""listType"":""unordered"",""children"":[{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Black Garlic Extract ABG10+®"",""bold"":true},{""type"":""text"",""value"":"": Strengthens hair from within, improving resilience and helping protect against breakage and weakening.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Ceramides"",""bold"":true},{""type"":""text"",""value"":"": Deeply hydrate and repair while restoring the scalp’s natural barrier and reinforcing fiber cohesion.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Vegetable Collagen"",""bold"":true},{""type"":""text"",""value"":"": Reinforces hair structure, improves elasticity and delivers added softness and body.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Hydrolyzed Rice Protein"",""bold"":true},{""type"":""text"",""value"":"": Restructures and strengthens the hair shaft, reducing fragility and accumulated damage.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Mango Butter"",""bold"":true},{""type"":""text"",""value"":"": Provides intense nourishment, smooths frizz and protects against breakage, leaving hair more flexible and manageable.""}]}]},{""type"":""paragraph"",""children"":[{""type"":""text"",""value"":""See full INCI on each product page."",""italic"":true}]}]}","{""type"":""root"",""children"":[{""type"":""list"",""listType"":""unordered"",""children"":[{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""مستخلص ثوم أسود ABG10+®"",""bold"":true},{""type"":""text"",""value"":"": يقوي الشعر من الداخل، يحسن المرونة ويساعد في الحماية من التكسر والضعف.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""سيراميدات"",""bold"":true},{""type"":""text"",""value"":"": ترطب وتصلح بعمق بينما تعيد الحاجز الطبيعي لفروة الرأس وتقوي تماسك الألياف.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""كولاجين نباتي"",""bold"":true},{""type"":""text"",""value"":"": يعزز بنية الشعر، يحسن المرونة ويضيف نعومة وحجم.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""بروتين الأرز المهدرج"",""bold"":true},{""type"":""text"",""value"":"": يعيد بناء ويقوي ساق الشعر، مما يقلل من الهشاشة والأضرار المتراكمة.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""زبدة المانجو"",""bold"":true},{""type"":""text"",""value"":"": توفر تغذية مكثفة، تنعم التجاعيد وتحمي من التكسر، مما يجعل الشعر أكثر مرونة وسهولة في التصفيف.""}]}]},{""type"":""paragraph"",""children"":[{""type"":""text"",""value"":""انظر INCI الكامل في كل صفحة منتج."",""italic"":true}]}]}"
METAFIELD,'34523643117801,value,ar,,,Key Ingredients,المكونات الرئيسية
METAFIELD,'34523643150569,value,ar,,,"{""type"":""root"",""children"":[{""type"":""list"",""listType"":""ordered"",""children"":[{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Shampoo"",""bold"":true},{""type"":""text"",""value"":"": Thoroughly wet hair and scalp with warm water. Rub a walnut‑sized amount between damp palms to lather and massage the scalp with circular motions. Rinse and repeat if desired.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Conditioner"",""bold"":true},{""type"":""text"",""value"":"": Squeeze out excess water, apply conditioner from mid‑lengths to ends, leave for 2–3 minutes and rinse with cool water.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Scalp Serum"",""bold"":true},{""type"":""text"",""value"":"": Apply 1 pipette directly to the scalp on wet or dry hair. Distribute evenly along part lines, the sides and the back. Gently massage with fingertips to aid absorption. Do not rinse and style as usual. Daily use recommended.""}]}]}]}","{""type"":""root"",""children"":[{""type"":""list"",""listType"":""ordered"",""children"":[{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""شامبو"",""bold"":true},{""type"":""text"",""value"":"": بلل الشعر وفروة الرأس جيدًا بالماء الدافئ. افرك كمية بحجم الجوز بين كفيك المبللين لتكوين رغوة وقم بتدليك فروة الرأس بحركات دائرية. اشطف وكرر إذا رغبت.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""بلسم"",""bold"":true},{""type"":""text"",""value"":"": اضغط على الماء الزائد، ضع البلسم من منتصف الشعر إلى الأطراف، اتركه لمدة 2-3 دقائق واشطفه بالماء البارد.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""سيروم فروة الرأس"",""bold"":true},{""type"":""text"",""value"":"": ضع 1 قطارة مباشرة على فروة الرأس على شعر مبلل أو جاف. وزع بالتساوي على خطوط الفراق، الجوانب والجزء الخلفي. قم بتدليك بلطف بأطراف الأصابع للمساعدة في الامتصاص. لا تشطف ونسق الشعر كالمعتاد. يُوصى بالاستخدام اليومي.""}]}]}]}"
METAFIELD,'34523643183337,value,ar,,,How To Use,كيفية الاستخدام
METAFIELD,'34523643216105,value,ar,,,"{""type"":""root"",""children"":[{""listType"":""unordered"",""type"":""list"",""children"":[{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Repairs and rebuilds the hair fiber"",""bold"":true},{""type"":""text"",""value"":"": Reconstructs internal hair structure, strengthens the natural barrier and restores damage from root to tip.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Strengthens and reduces breakage"",""bold"":true},{""type"":""text"",""value"":"": Reinforces follicles and improves fiber resilience, helping prevent breakage and future mechanical or chemical damage.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Rebalances the scalp"",""bold"":true},{""type"":""text"",""value"":"": Restores balance to the scalp microbiome and protects the skin barrier for an optimal environment for healthy growth.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Protects against oxidative stress"",""bold"":true},{""type"":""text"",""value"":"": Shields hair from damage caused by pollution, heat and environmental aggressors that accelerate hair ageing.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Restores vitality, density and shine"",""bold"":true},{""type"":""text"",""value"":"": Improves elasticity, softness and manageability, leaving hair stronger, denser and visibly healthy.\n""}]}]}]}",
METAFIELD,'34523643248873,value,ar,,,Key Benefits,الفوائد الرئيسية
METAFIELD,'34523643281641,value,ar,,,ahead,الأمام
METAFIELD,'34523643511017,value,ar,,,new,جديد
METAFIELD,'34523643543785,value,ar,,,"{""reviewCount"":0,""reviewAverageValue"":""0.0""}","{""reviewCount"":0,""reviewAverageValue"":""0.0""}"
METAFIELD,'34523671855337,value,ar,,,Sérum Nutritivo para el Cuero Cabelludo | TARA,سيروم مغذي لفروة الرأس | تارا
METAFIELD,'34523671888105,value,ar,,,"Sérum para el cuero cabelludo con extracto de dátil, vitaminas y péptidos que fortalece desde la raíz, protege frente al estrés oxidativo y mejora la vitalidad capilar.",سيروم لفروة الرأس مع مستخلص التمر، الفيتامينات والببتيدات التي تقوي من الجذور، تحمي من الإجهاد التأكسدي وتحسن الحيوية الشعرية.
METAFIELD,'34523671920873,value,ar,,,Scalp serum that nourishes and activates roots for healthy growth.,سيروم لفروة الرأس يغذي وينشط الجذور لنمو صحي.
METAFIELD,'34523671953641,value,ar,,,50 mL,50 مل
METAFIELD,'34523671986409,value,ar,,,Date + Multivitamin,تمر + متعدد الفيتامينات
METAFIELD,'34523672019177,value,ar,,,"{""type"":""root"",""children"":[{""type"":""paragraph"",""children"":[{""type"":""text"",""value"":""A delicious sweet, fruity aroma. Citrusy and fruity top notes create an irresistible opening; heart notes of dried fruit, dates and florals add a rich, enveloping layer. Base notes of sweet accords, musk and creamy tones leave a lasting, comforting, seductive trail.""}]}]}","{""type"":""root"",""children"":[{""type"":""paragraph"",""children"":[{""type"":""text"",""value"":""عطر حلو ولذيذ، فواكه. تخلق النغمات العليا الحمضية والفواكه افتتاحًا لا يقاوم؛ تضيف نغمات القلب من الفواكه المجففة، التمر والزهور طبقة غنية، محاطة. تترك النغمات الأساسية من الأكواب الحلوة، المسك والنغمات الكريمية أثرًا دائمًا ومريحًا ومغريًا.""}]}]}"
METAFIELD,'34523672051945,value,ar,,,Fragrance,العطر
METAFIELD,'34523672084713,value,ar,,,"{""type"":""root"",""children"":[{""type"":""paragraph"",""children"":[{""type"":""text"",""value"":""All our formulas are free from sulfates, silicones, parabens, mineral oils and animal testing.""}]}]}","{""type"":""root"",""children"":[{""type"":""paragraph"",""children"":[{""type"":""text"",""value"":""جميع تركيباتنا خالية من الكبريتات، السيليكون، البارابين، الزيوت المعدنية واختبار الحيوانات.""}]}]}"
METAFIELD,'34523672117481,value,ar,,,Free Of,خالي من
METAFIELD,'34523672150249,value,ar,,,"{""type"":""root"",""children"":[{""type"":""list"",""listType"":""unordered"",""children"":[{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Extracto de Dátil"",""bold"":true},{""type"":""text"",""value"":"": Rich in vitamins and essential nutrients, deeply nourishes and improves softness and manageability, restoring flexibility and vitality.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Complejo Multivitamínico (A, C y E)"",""bold"":true},{""type"":""text"",""value"":"": Improves scalp health and revitalizes hair.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Capixyl™: "",""bold"":true},{""type"":""text"",""value"":""Reduces hair fall by improving anchoring and supporting growth.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""SilverFree™: "",""bold"":true},{""type"":""text"",""value"":""Stimulates natural hair pigmentation and helps delay the onset of greys.""}]}]},{""type"":""paragraph"",""children"":[{""type"":""text"",""value"":""""}]},{""type"":""paragraph"",""children"":[{""type"":""text"",""value"":""INCI completo: AQUA (WATER). SODIUM ASCORBYL PHOSPHATE. ALCOHOL DENAT. GLYCERIN. BUTYLENE GLYCOL. PEG-40 HYDROGENATED CASTOR OIL. POLYACRYLATE CROSSPOLYMER-6. PHOENIX DACTYLIFERA (DATE) FRUIT EXTRACT. MANNITOL PHOSPHATIDYLCHOLINE. CETYL ALCOHOL. DECYL GLUCOSIDE. RETINYL PALMITATE. TOCOPHERYL ACETATE. PALMITOYL DIPEPTIDE-52. DEXTRAN. ACETYL TETRAPEPTIDE-3. TRIFOLIUM PRATENSE (CLOVER) FLOWER EXTRACT. XANTHAN GUM. CITRIC ACID. BENZYL ALCOHOL. SALICYLIC ACID. SODIUM METABISULFITE. SODIUM PHYTATE. SORBIC ACID. POTASSIUM SORBATE. SODIUM BENZOATE. SODIUM CHLORIDE. PARFUM (FRAGRANCE). HEXAMETHYLINDANOPYRAN. TETRAMETHYL ACETYLOCTAHYDRONAPHTALENES. VANILLIN. LINALYL ACETATE. LINALOOL. HYDROXYCITRONELLAL. LIMONENE. BENZYL SALICYLATE."",""italic"":true}]}]}","{""type"":""root"",""children"":[{""type"":""list"",""listType"":""unordered"",""children"":[{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""مستخلص التمر"",""bold"":true},{""type"":""text"",""value"":"": غني بالفيتامينات والمواد الغذائية الأساسية، يغذي بعمق ويحسن النعومة وسهولة التصفيف، مستعيدًا المرونة والحيوية.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""مجمع متعدد الفيتامينات (A، C وE)"",""bold"":true},{""type"":""text"",""value"":"": يحسن صحة فروة الرأس وينشط الشعر.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Capixyl™: "",""bold"":true},{""type"":""text"",""value"":""يقلل من تساقط الشعر عن طريق تحسين التثبيت ودعم النمو.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""SilverFree™: "",""bold"":true},{""type"":""text"",""value"":""يحفز تصبغ الشعر الطبيعي ويساعد على تأخير ظهور الشيب.""}]}]},{""type"":""paragraph"",""children"":[{""type"":""text"",""value"":""""}]},{""type"":""paragraph"",""children"":[{""type"":""text"",""value"":""INCI الكامل: AQUA (ماء). فوسفات أسكوربيل الصوديوم. كحول مائي. غليسرين. غليكول البيوتيلين. زيت الخروع المهدرج PEG-40. بولي أكريلات كروس بوليمر-6. مستخلص ثمار التمر (Phoenix dactylifera). مانيتول فوسفاتيديل كولين. كحول سيتيل. دكليل غلوكوزيد. بالميتات الريتينيل. أسيتات توكوفيريل. بالميتويل ديببتيد-52. ديكسترين. أسيتيل تيترا ببتيد-3. مستخلص زهور البرسيم (Trifolium pratense). صمغ الزانثان. حمض الستريك. كحول بنزيل. حمض الساليسيليك. ميتابيسلفيت الصوديوم. فوسفات الصوديوم. حمض السوربيك. سوربات البوتاسيوم. بنزوات الصوديوم. كلوريد الصوديوم. عطر (عطر). هيكساميثيل إندانوبيران. تيترا ميثيل أسيتيل أوكتاهيدرو نافثالين. فانيلا. أسيتات الليناليل. اللينالول. هيدروكسي سيترو نيلال. ليمونين. ساليسيلات بنزيل."",""italic"":true}]}]}"
METAFIELD,'34523672183017,value,ar,,,Key Ingredients,المكونات الرئيسية
METAFIELD,'34523672215785,value,ar,,,"{""type"":""root"",""children"":[{""type"":""paragraph"",""children"":[{""type"":""text"",""value"":""Apply 1 dropper directly to the scalp on wet or dry hair. Distribute evenly along part lines, the sides and the back. Gently massage with the fingertips to aid absorption. Do not rinse; style as usual. Daily use recommended.""}]}]}","{""type"":""root"",""children"":[{""type"":""paragraph"",""children"":[{""type"":""text"",""value"":""ضع 1 قطارة مباشرة على فروة الرأس على شعر مبلل أو جاف. وزع بالتساوي على خطوط الفراق، الجوانب والجزء الخلفي. قم بتدليك بلطف بأطراف الأصابع للمساعدة في الامتصاص. لا تشطف؛ نسق كالمعتاد. يُوصى بالاستخدام اليومي.""}]}]}"
METAFIELD,'34523672248553,value,ar,,,How to Use,كيفية الاستخدام
METAFIELD,'34523672281321,value,ar,,,"{""type"":""root"",""children"":[{""type"":""list"",""listType"":""unordered"",""children"":[{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Deep scalp nutrition:"",""bold"":true},{""type"":""text"",""value"":"" Date extract nourishes the scalp barrier with hydration and strength, protecting it from heat, sun and pollution. The result is softer, shinier, more elastic hair from the root.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Antioxidant protection and strengthening:"",""bold"":true},{""type"":""text"",""value"":"" Vitamin C and the multivitamin complex protect scalp and hair from oxidative stress, stimulate collagen synthesis and strengthen the follicle structure.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Anti‑age action:"",""bold"":true},{""type"":""text"",""value"":"" CapixylTM improves follicle health, promotes tissue remodeling and increases extracellular matrix, while SilverfreeTM stimulates structural proteins like collagen and keratin to improve density, firmness and strength.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Reduces frizz and improves manageability:"",""bold"":true},{""type"":""text"",""value"":"" Nutrients and active peptides smooth hair and help control frizz, leaving hair more manageable and healthy‑looking.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Comprehensive strengthening from the root:"",""bold"":true},{""type"":""text"",""value"":"" All actives work in synergy to strengthen the follicle–fiber bond, improve hair structure and promote a healthier, revitalized scalp.""}]}]}]}","{""type"":""root"",""children"":[{""type"":""list"",""listType"":""unordered"",""children"":[{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""تغذية عميقة لفروة الرأس:"",""bold"":true},{""type"":""text"",""value"":"" يغذي مستخلص التمر حاجز فروة الرأس بالترطيب والقوة، مما يحميه من الحرارة، الشمس والتلوث. النتيجة هي شعر أكثر نعومة، لمعانًا ومرونة من الجذور.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""حماية مضادة للأكسدة وتقوية:"",""bold"":true},{""type"":""text"",""value"":"" تحمي الفيتامينات C ومجمع الفيتامينات المتعددة فروة الرأس والشعر من الإجهاد التأكسدي، تحفز تخليق الكولاجين وتقوي هيكل الجريبات.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""عمل مضاد للشيخوخة:"",""bold"":true},{""type"":""text"",""value"":"" يحسن CapixylTM صحة الجريبات، يعزز إعادة تشكيل الأنسجة ويزيد من المصفوفة خارج الخلية، بينما يحفز SilverfreeTM البروتينات الهيكلية مثل الكولاجين والكيراتين لتحسين الكثافة، الثبات والقوة.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""يقلل من التجاعيد ويحسن سهولة التصفيف:"",""bold"":true},{""type"":""text"",""value"":"" تساعد العناصر الغذائية والببتيدات النشطة على تنعيم الشعر وتساعد في التحكم في التجاعيد، مما يجعل الشعر أكثر سهولة في التصفيف ومظهره صحي.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""تقوية شاملة من الجذور:"",""bold"":true},{""type"":""text"",""value"":"" تعمل جميع العناصر النشطة بشكل متكامل لتقوية رابطة الجريب-الألياف، تحسين هيكل الشعر وتعزيز صحة فروة الرأس المتجددة.""}]}]}]}"
METAFIELD,'34523672314089,value,ar,,,Key Benefits,الفوائد الرئيسية
METAFIELD,'34523672379625,value,ar,,,486,
METAFIELD,'34523672412393,value,ar,,,new,جديد
METAFIELD,'34523672445161,value,ar,,,"{""reviewCount"":0,""reviewAverageValue"":""0.0""}","{""reviewCount"":0,""reviewAverageValue"":""0.0""}"
METAFIELD,'34523683881193,value,ar,,,Nutrient-rich conditioner that strengthens hair and reduces breakage.,بلسم غني بالمغذيات يقوي الشعر ويقلل التكسر.
METAFIELD,'34523683913961,value,ar,,,267 mL,267 مل
METAFIELD,'34523683946729,value,ar,,,Date + Multivitamin,تمر + متعدد الفيتامينات
METAFIELD,'34523683979497,value,ar,,,Acondicionador Nutritivo con Dátil y Vitaminas | TARA,بلسم مغذي مع التمر والفيتامينات | تارا
METAFIELD,'34523684012265,value,ar,,,"Acondicionador nutritivo sin siliconas con dátil, niacinamida y aceites nutritivos que repara, reduce puntas abiertas y mejora la elasticidad sin apelmazar.",بلسم مغذي خالي من السيليكون مع التمر، النياسيناميد والزيوت المغذية التي تصلح، تقلل الأطراف المتقصفة وتحسن المرونة دون إثقال الشعر.
METAFIELD,'34523684045033,value,ar,,,543616,
METAFIELD,'34523684077801,value,ar,,,543616,
METAFIELD,'34523684110569,value,ar,,,adult,بالغ
METAFIELD,'34523684143337,value,ar,,,"{""type"":""root"",""children"":[{""type"":""paragraph"",""children"":[{""type"":""text"",""value"":""Delicious sweet and fruity aroma. Top citrus and fruit notes create an irresistible opening, heart notes of dried fruits, dates and florals add a rich, enveloping layer. Finally, sweet, musky and creamy base accords leave a long-lasting, comforting and seductive trail.""}]}]}","{""type"":""root"",""children"":[{""type"":""paragraph"",""children"":[{""type"":""text"",""value"":""عطر حلو ولذيذ. تخلق النغمات العليا الحمضية والفواكه افتتاحًا لا يقاوم، بينما تضيف نغمات القلب من الفواكه المجففة، التمر والزهور طبقة غنية، محاطة. أخيرًا، تترك الأكواب الحلوة، المسكية والكريمية أثرًا دائمًا ومريحًا ومغريًا.""}]}]}"
METAFIELD,'34523684176105,value,ar,,,Fragrance,العطر
METAFIELD,'34523684208873,value,ar,,,"{""type"":""root"",""children"":[{""type"":""paragraph"",""children"":[{""type"":""text"",""value"":""All our formulas are free of sulfates, silicones, parabens, mineral oils and animal testing.""}]}]}","{""type"":""root"",""children"":[{""type"":""paragraph"",""children"":[{""type"":""text"",""value"":""جميع تركيباتنا خالية من الكبريتات، السيليكون، البارابين، الزيوت المعدنية واختبار الحيوانات.""}]}]}"
METAFIELD,'34523684241641,value,ar,,,Free of,خالي من
