Type,Identification,Field,Locale,Market,Status,Default content,Translated content
ONLINE_STORE_THEME,'157434380521,shopify.checkout.shipping.subscription_delivery_description.max_cycles_base_shipping_delivery_not_included.other,ar,,,%{count} more deliveries for %{shipping_price} each,%{count} توصل إضافية بسعر %{shipping_price} لكل توصل
ONLINE_STORE_THEME,'157434380521,shopify.checkout.shipping.subscription_delivery_description.prepaid_free_shipping_with_cycles.one,ar,,,"Free shipping for the first %{cycle}, followed by %{recurring_order_shipping_price}",الشحن مجاني لأول %{cycle}، ثم %{recurring_order_shipping_price}
ONLINE_STORE_THEME,'157434380521,shopify.checkout.shipping.subscription_delivery_description.prepaid_free_shipping_with_cycles.other,ar,,,"Free shipping for the first %{cycle}, followed by %{recurring_order_shipping_price}",الشحن مجاني لأول %{cycle}، ثم %{recurring_order_shipping_price}
ONLINE_STORE_THEME,'157434380521,shopify.checkout.shipping.subscription_delivery_description.prepaid_order_one_cycle.one,ar,,,%{shipping_price} for %{count} more delivery,%{shipping_price} مقابل %{count} توصلات إضافية
ONLINE_STORE_THEME,'157434380521,shopify.checkout.shipping.subscription_delivery_description.prepaid_order_one_cycle.other,ar,,,%{shipping_price} for %{count} more deliveries (%{per_delivery_cost}),%{shipping_price} مقابل %{count} توصلات إضافية (%{per_delivery_cost})
ONLINE_STORE_THEME,'157434380521,shopify.checkout.shipping.subscription_delivery_description.prepaid_order_one_cycle_delivery_not_included.one,ar,,,%{shipping_price} for %{count} delivery,%{shipping_price} مقابل %{count} توصيل
ONLINE_STORE_THEME,'157434380521,shopify.checkout.shipping.subscription_delivery_description.prepaid_order_one_cycle_delivery_not_included.other,ar,,,%{shipping_price} for %{count} deliveries (%{per_delivery_cost}),%{shipping_price} مقابل %{count} توصلات (%{per_delivery_cost})، يردف %{recurring_order_shipping_price}
ONLINE_STORE_THEME,'157434380521,shopify.checkout.shipping.subscription_delivery_description.prepaid_order_no_cycle.one,ar,,,"%{shipping_price} for %{count} more delivery, followed by %{recurring_order_shipping_price}",%{shipping_price} مقابل %{count} توصيل إضافي، ثم %{recurring_order_shipping_price}
ONLINE_STORE_THEME,'157434380521,shopify.checkout.shipping.subscription_delivery_description.prepaid_order_no_cycle.other,ar,,,"%{shipping_price} for %{count} more deliveries (%{per_delivery_cost}), followed by %{recurring_order_shipping_price}",%{shipping_price} مقابل %{count} توصلات إضافية (%{per_delivery_cost})، ثم %{recurring_order_shipping_price}
ONLINE_STORE_THEME,'157434380521,shopify.checkout.shipping.subscription_delivery_description.prepaid_order_no_cycle_delivery_not_included.one,ar,,,"%{shipping_price} for %{count} delivery, followed by %{recurring_order_shipping_price}",%{shipping_price} مقابل %{count} توصيل، ثم %{recurring_order_shipping_price}
ONLINE_STORE_THEME,'157434380521,shopify.checkout.shipping.subscription_delivery_description.prepaid_order_no_cycle_delivery_not_included.other,ar,,,"%{shipping_price} for %{count} deliveries (%{per_delivery_cost}), followed by %{recurring_order_shipping_price}",%{shipping_price} مقابل %{count} توصلات إضافية (%{per_delivery_cost})، ثم %{recurring_order_shipping_price}
ONLINE_STORE_THEME,'157434380521,shopify.checkout.shipping.subscription_delivery_description.subscription_free_with_frequency_label,ar,,,Free shipping %{delivery_frequency},شحن مجاني %{delivery_frequency}
ONLINE_STORE_THEME,'157434380521,shopify.checkout.shipping.subscription_delivery_description.prepaid_delivery_frequency.one,ar,,,for %{count} delivery,لم يصل إلى توصيل واحد
ONLINE_STORE_THEME,'157434380521,shopify.checkout.shipping.subscription_delivery_description.prepaid_delivery_frequency.other,ar,,,for %{count} deliveries,لمعاملات توصيل إضافية
ONLINE_STORE_THEME,'157434380521,shopify.checkout.shipping.subscription_delivery_description.subscription_delivery_frequency.day.one,ar,,,every day,كل يوم
ONLINE_STORE_THEME,'157434380521,shopify.checkout.shipping.subscription_delivery_description.subscription_delivery_frequency.day.other,ar,,,every %{count} days,كل %{count} يومًا
ONLINE_STORE_THEME,'157434380521,shopify.checkout.shipping.subscription_delivery_description.subscription_delivery_frequency.week.one,ar,,,every week,كل أسبوع
ONLINE_STORE_THEME,'157434380521,shopify.checkout.shipping.subscription_delivery_description.subscription_delivery_frequency.week.other,ar,,,every %{count} weeks,كل %{count} أسابيع
ONLINE_STORE_THEME,'157434380521,shopify.checkout.shipping.subscription_delivery_description.subscription_delivery_frequency.month.one,ar,,,every month,كل شهر
ONLINE_STORE_THEME,'157434380521,shopify.checkout.shipping.subscription_delivery_description.subscription_delivery_frequency.month.other,ar,,,every %{count} months,كل %{count} الشهور
ONLINE_STORE_THEME,'157434380521,shopify.checkout.shipping.subscription_delivery_description.subscription_delivery_frequency.year.one,ar,,,every year,كل سنة
ONLINE_STORE_THEME,'157434380521,shopify.checkout.shipping.shipping_information_redirect_link,ar,,,Enter your information here,أدخل معلوماتك هنا
ONLINE_STORE_THEME,'157434380521,shopify.checkout.shipping.loading_progressive_rates,ar,,,Searching for more rates…,جارٍ البحث عن أسعار إضافية…
ONLINE_STORE_THEME,'157434380521,shopify.checkout.shipping.no_other_methods_available,ar,,,No other methods available,لا توجد طرق أخرى متاحة
ONLINE_STORE_THEME,'157434380521,shopify.checkout.shipping.duties_and_taxes_options.ddu_title,ar,,,Pay on delivery,الدفع عند الاستلام
ONLINE_STORE_THEME,'157434380521,shopify.checkout.shipping.duties_and_taxes_options.ddu_caption,ar,,,Additional fees may apply,قد تفرض رسوم إضافية
ONLINE_STORE_THEME,'157434380521,shopify.checkout.shipping.duties_and_taxes_options.ddp_title,ar,,,Pay now,ادفع الآن
ONLINE_STORE_THEME,'157434380521,shopify.checkout.shipping.duties_and_taxes_options.ddp_caption,ar,,,No additional fees on delivery,لا توجد رسوم إضافية عند التوصيل
ONLINE_STORE_THEME,'157434380521,shopify.checkout.shipping.shipping_used_as_billing_notice,ar,,,This will also be used as your billing address for this order.,وسيُستخدم هذا أيضًا كعنوان الفوترة للطلب الحالي.
ONLINE_STORE_THEME,'157434380521,shopify.checkout.shipping.address_update,ar,,,Update address,تحديث العنوان
ONLINE_STORE_THEME,'157434380521,shopify.checkout.shipping.shipping_address_title,ar,,,Ship to,إرسال إلى
ONLINE_STORE_THEME,'157434380521,shopify.checkout.shipping.shipping_address_rollup_accessibility_label,ar,,,Ship to address options,إرسال إلى خيارات العنوان
ONLINE_STORE_THEME,'157434380521,shopify.checkout.shipping.third_party_address_timeout,ar,,,Unable to load addresses. Retry or use a different address.,غير قادر على تحميل العناوين. أعد المحاولة أو استخدم عنوانًا مختلفًا.
ONLINE_STORE_THEME,'157434380521,shopify.checkout.shipping.third_party_address_error,ar,,,An error occurred while loading address selection. Enter your address manually below.,حدث خطأ أثناء تحميل اختيار العنوان. أدخل عنوانك يدويًا أدناه.
ONLINE_STORE_THEME,'157434380521,shopify.checkout.shipping.third_party_payment_timeout,ar,,,Unable to load payment methods. Retry or use a different payment method.,يتعذّر تحميل طرق الدفع. جرّب مرة أخرى أو استخدم طريقة دفع مختلفة.
ONLINE_STORE_THEME,'157434380521,shopify.checkout.shipping.third_party_payment_error,ar,,,An error occurred while loading payment selection. Use a different payment method.,حدث خطأ أثناء تحميل اختيار طريقة الدفع. استخدم طريقة دفع مختلفة.
ONLINE_STORE_THEME,'157434380521,shopify.checkout.shipping.add_address,ar,,,Use a different address,استخدم عنوانًا مختلفًا
ONLINE_STORE_THEME,'157434380521,shopify.checkout.shipping.add_delivery_instructions,ar,,,Add delivery instructions,أضف تعليمات التوصيل
ONLINE_STORE_THEME,'157434380521,shopify.checkout.shipping.edit,ar,,,Edit,تعديل
ONLINE_STORE_THEME,'157434380521,shopify.checkout.shipping.delete,ar,,,Delete,إزالة
ONLINE_STORE_THEME,'157434380521,shopify.checkout.shipping.back,ar,,,Back,عودة
ONLINE_STORE_THEME,'157434380521,shopify.checkout.shipping.address_more,ar,,,More actions for this address,المزيد من الإجراءات لهذا العنوان
ONLINE_STORE_THEME,'157434380521,shopify.checkout.shipping.address_edit,ar,,,Edit address,تعديل العنوان
ONLINE_STORE_THEME,'157434380521,shopify.checkout.shipping.address_delete,ar,,,Delete address,إزالة العنوان
ONLINE_STORE_THEME,'157434380521,shopify.checkout.shipping.address_confirm,ar,,,Are you sure you want to delete this address from your account?,هل تريد بالتأكيد إزالة هذا العنوان من حسابك؟
ONLINE_STORE_THEME,'157434380521,shopify.checkout.shipping.address_default,ar,,,Set as default,تعيين كافتراضي
ONLINE_STORE_THEME,'157434380521,shopify.checkout.shipping.address_form.add_address,ar,,,Add address,إضافة عنوان
ONLINE_STORE_THEME,'157434380521,shopify.checkout.shipping.address_form.save,ar,,,Save,حفظ
ONLINE_STORE_THEME,'157434380521,shopify.checkout.shipping.address_form.cancel,ar,,,Cancel,إلغاء
ONLINE_STORE_THEME,'157434380521,shopify.checkout.shipping.address_form.edit,ar,,,Edit address,تعديل العنوان
ONLINE_STORE_THEME,'157434380521,shopify.checkout.shipping.address_form.update,ar,,,Save changes,حفظ التغييرات
ONLINE_STORE_THEME,'157434380521,shopify.checkout.shipping.address_form.generic_error,ar,,,There was a problem saving your address. Try again.,حدثت مشكلة أثناء حفظ عنوانك. حاول مرة أخرى.
ONLINE_STORE_THEME,'157434380521,shopify.checkout.shipping.address_form.one_time_address_subtitle,ar,,,Use a one-time address for this order,استخدم عنوانًا لمرة واحدة لهذا الطلب
ONLINE_STORE_THEME,'157434380521,shopify.checkout.shipping.different_shipping_method_summary,ar,,,Enter a different shipping address to view available shipping methods,أدخل عنوان شحن مختلف لعرض طرق الشحن المتاحة
ONLINE_STORE_THEME,'157434380521,shopify.checkout.shipping.invalid_shipping_method_summary,ar,,,Enter a valid shipping address to view available shipping methods,أدخل عنوان شحن صالح لعرض طرق الشحن المتاحة
ONLINE_STORE_THEME,'157434380521,shopify.checkout.shipping.invalid_shipping_method_summary_selected,ar,,,Select a different shipping address to view available shipping methods,حدد عنوان شحن مختلف لعرض طرق الشحن المتاحة
ONLINE_STORE_THEME,'157434380521,shopify.checkout.shipping.method_summary.incomplete_address_entered,ar,,,Enter a complete shipping address to view available shipping methods,أدخل عنوان شحن كامل لعرض طرق الشحن المتاحة
ONLINE_STORE_THEME,'157434380521,shopify.checkout.shipping.split_shipping_merchandise_quantity_label_inline,ar,,,%{merchandise_title} ×%{quantity},%{merchandise_title} ×%{quantity}
ONLINE_STORE_THEME,'157434380521,shopify.checkout.localized_fields.additional_information.tax_credential_br,ar,,,CPF/CNPJ,CPF/CNPJ
ONLINE_STORE_THEME,'157434380521,shopify.checkout.localized_fields.additional_information.shipping_credential_br,ar,,,CPF/CNPJ,CPF/CNPJ
ONLINE_STORE_THEME,'157434380521,shopify.checkout.localized_fields.additional_information.tax_credential_it,ar,,,Codice Fiscale (optional),Codice Fiscale (اختياري)
ONLINE_STORE_THEME,'157434380521,shopify.checkout.localized_fields.additional_information.tax_credential_cl,ar,,,RUT,RUT
ONLINE_STORE_THEME,'157434380521,shopify.checkout.localized_fields.additional_information.shipping_credential_cl,ar,,,RUT,RUT
ONLINE_STORE_THEME,'157434380521,shopify.checkout.localized_fields.additional_information.tax_credential_co,ar,,,Cédula/IVA,Cédula/IVA
ONLINE_STORE_THEME,'157434380521,shopify.checkout.localized_fields.additional_information.tax_credential_type_co,ar,,,Tipo Cédula,Tipo Cédula
ONLINE_STORE_THEME,'157434380521,shopify.checkout.localized_fields.additional_information.shipping_credential_co,ar,,,Cédula/IVA,Cédula/IVA
ONLINE_STORE_THEME,'157434380521,shopify.checkout.localized_fields.additional_information.shipping_credential_type_co,ar,,,Tipo Cédula,Tipo Cédula
ONLINE_STORE_THEME,'157434380521,shopify.checkout.localized_fields.additional_information.tax_credential_ec,ar,,,CI/RUC/IVA,CI/RUC/IVA
ONLINE_STORE_THEME,'157434380521,shopify.checkout.localized_fields.additional_information.shipping_credential_ec,ar,,,CI/RUC/IVA,CI/RUC/IVA
ONLINE_STORE_THEME,'157434380521,shopify.checkout.localized_fields.additional_information.tax_credential_gt,ar,,,NIT/IVA,NIT/IVA
ONLINE_STORE_THEME,'157434380521,shopify.checkout.localized_fields.additional_information.shipping_credential_gt,ar,,,NIT/IVA,NIT/IVA
ONLINE_STORE_THEME,'157434380521,shopify.checkout.localized_fields.additional_information.tax_credential_id,ar,,,NPWP,NPWP
ONLINE_STORE_THEME,'157434380521,shopify.checkout.localized_fields.additional_information.shipping_credential_id,ar,,,NPWP,NPWP
ONLINE_STORE_THEME,'157434380521,shopify.checkout.localized_fields.additional_information.shipping_credential_mx,ar,,,RFC,RFC
ONLINE_STORE_THEME,'157434380521,shopify.checkout.localized_fields.additional_information.tax_credential_mx,ar,,,RFC,RFC
ONLINE_STORE_THEME,'157434380521,shopify.checkout.localized_fields.additional_information.tax_credential_type_mx,ar,,,Régimen Fiscal,Régimen Fiscal
ONLINE_STORE_THEME,'157434380521,shopify.checkout.localized_fields.additional_information.tax_credential_use_mx,ar,,,Uso de CFDI,Uso de CFDI
ONLINE_STORE_THEME,'157434380521,shopify.checkout.localized_fields.additional_information.tax_credential_py,ar,,,CI/RUC/IVA,CI/RUC/IVA
ONLINE_STORE_THEME,'157434380521,shopify.checkout.localized_fields.additional_information.shipping_credential_py,ar,,,CI/RUC/IVA,CI/RUC/IVA
ONLINE_STORE_THEME,'157434380521,shopify.checkout.localized_fields.additional_information.tax_credential_pe,ar,,,DNI/RUC/CE,DNI/RUC/CE
ONLINE_STORE_THEME,'157434380521,shopify.checkout.localized_fields.additional_information.shipping_credential_pe,ar,,,DNI/RUC/CE,DNI/RUC/CE
ONLINE_STORE_THEME,'157434380521,shopify.checkout.localized_fields.additional_information.tax_credential_pt,ar,,,NIF/IVA,NIF/IVA
ONLINE_STORE_THEME,'157434380521,shopify.checkout.localized_fields.additional_information.shipping_credential_pt,ar,,,NIF/IVA,NIF/IVA
ONLINE_STORE_THEME,'157434380521,shopify.checkout.localized_fields.additional_information.tax_credential_es,ar,,,DNI/NIF,DNI/NIF
ONLINE_STORE_THEME,'157434380521,shopify.checkout.localized_fields.additional_information.shipping_credential_es,ar,,,DNI/NIF,DNI/NIF
ONLINE_STORE_THEME,'157434380521,shopify.checkout.localized_fields.additional_information.tax_credential_tr,ar,,,Türkiye Cumhuriyeti Kimlik Numarası/KDV,Türkiye Cumhuriyeti Kimlik Numarası/KDV
ONLINE_STORE_THEME,'157434380521,shopify.checkout.localized_fields.additional_information.shipping_credential_tr,ar,,,Türkiye Cumhuriyeti Kimlik Numarası/KDV,Türkiye Cumhuriyeti Kimlik Numarası/KDV
ONLINE_STORE_THEME,'157434380521,shopify.checkout.payment.amazon_payments_label,ar,,,Amazon Pay,Amazon Pay
ONLINE_STORE_THEME,'157434380521,shopify.checkout.payment.amount_left_to_pay_label,ar,,,Payment due:,المبلغ المتبقي للدفع:
ONLINE_STORE_THEME,'157434380521,shopify.checkout.payment.discount_button_action_label,ar,,,Apply Discount Code,تطبيق رمز الخصم
ONLINE_STORE_THEME,'157434380521,shopify.checkout.payment.discount_codes_removed_summary.one,ar,,,%{count} discount code was removed,تمت إزالة %{count} رمز خصم
ONLINE_STORE_THEME,'157434380521,shopify.checkout.payment.discount_codes_removed_summary.other,ar,,,%{count} discount codes were removed,تمت إزالة %{count} رموز خصم
ONLINE_STORE_THEME,'157434380521,shopify.checkout.payment.discount_codes_modified_summary.one,ar,,,%{count} discount code was modified,تم تعديل %{count} رمز خصم
ONLINE_STORE_THEME,'157434380521,shopify.checkout.payment.discount_codes_modified_summary.other,ar,,,%{count} discount codes were modified,تم تعديل %{count} رموز خصم
ONLINE_STORE_THEME,'157434380521,shopify.checkout.payment.discount_codes_removed_or_modified_summary.one,ar,,,%{count} discount code was removed or modified,تم إزالة أو تعديل %{count} رمز خصم
ONLINE_STORE_THEME,'157434380521,shopify.checkout.payment.discount_codes_removed_or_modified_summary.other,ar,,,%{count} discount codes were removed or modified,تمت إزالة أو تعديل %{count} رموز خصم
ONLINE_STORE_THEME,'157434380521,shopify.checkout.payment.gift_card_code_label,ar,,,Gift card code,رمز بطاقة الهدايا
ONLINE_STORE_THEME,'157434380521,shopify.checkout.payment.apply_gift_card_button_label,ar,,,Apply,ت applying
ONLINE_STORE_THEME,'157434380521,shopify.checkout.payment.gift_card_balance_label,ar,,,Balance:,الرصيد:
ONLINE_STORE_THEME,'157434380521,shopify.checkout.payment.supported_card_brands_more_label,ar,,,and more…,والمزيد…
ONLINE_STORE_THEME,'157434380521,shopify.checkout.payment.card_number_label,ar,,,Card number,رقم البطاقة
ONLINE_STORE_THEME,'157434380521,shopify.checkout.payment.card_security_notice,ar,,,All transactions are secure and encrypted.,جميع المعاملات آمنة ومشفّرة.
ONLINE_STORE_THEME,'157434380521,shopify.checkout.payment.card_security_vault_notice,ar,,,We need your details for future payments. All transactions are secure and encrypted.,نحن نحتاج تفاصيلك للدفعات المستقبلية. جميع المعاملات آمنة ومشفّرة.
ONLINE_STORE_THEME,'157434380521,shopify.checkout.payment.card_information_notice,ar,,,All transactions are secure and encrypted. Credit card information is never stored.,جميع المعاملات آمنة ومشفّرة. معلومات بطاقة الائتمان لا تُخزّن أبدًا.
ONLINE_STORE_THEME,'157434380521,shopify.checkout.payment.masked_digits_label,ar,,,•••• %{last_digits},•••• %{last_digits}
ONLINE_STORE_THEME,'157434380521,shopify.checkout.payment.payment_method_saved,ar,,,Payment method saved,تم حفظ طريقة الدفع
ONLINE_STORE_THEME,'157434380521,shopify.checkout.payment.card_vaulted_company_location,ar,,,Card saved for this location,تم حفظ البطاقة لهذا الموقع
ONLINE_STORE_THEME,'157434380521,shopify.checkout.payment.bank_account_vaulted_company_location,ar,,,Bank account saved for this location,تم حفظ الحساب البنكي لهذا الموقع
ONLINE_STORE_THEME,'157434380521,shopify.checkout.payment.saved_by_payment_method,ar,,,Saved by %{payment_method},محفوظة بوسيلة الدفع %{payment_method}
ONLINE_STORE_THEME,'157434380521,shopify.checkout.payment.different_credit_card_label,ar,,,Use a different credit card,استخدم بطاقة ائتمان مختلفة
ONLINE_STORE_THEME,'157434380521,shopify.checkout.payment.same_billing_address_label,ar,,,Same as shipping address,نفس عنوان الشحن
ONLINE_STORE_THEME,'157434380521,shopify.checkout.payment.different_billing_address_label,ar,,,Use a different billing address,استخدم عنوان فوترة مختلف
ONLINE_STORE_THEME,'157434380521,shopify.checkout.payment.billing_address_associated_with_mandate,ar,,,Use address associated with payment method,استخدم العنوان المرتبط بطريقة الدفع
ONLINE_STORE_THEME,'157434380521,shopify.checkout.payment.receiver_payment_experience_hint,ar,,,"After placing your order, you will receive payment details. Make the payment at Multibanco or online within %{due_days} days.",بعد إتمام الطلب، ستتلقى تفاصيل الدفع. قم بالدفع عبر Multibanco أو عبر الإنترنت خلال %{due_days} يومًا.
ONLINE_STORE_THEME,'157434380521,shopify.checkout.payment.paypal_label,ar,,,PayPal,بايبال
ONLINE_STORE_THEME,'157434380521,shopify.checkout.payment.eps_label,ar,,,eps-Überweisung,eps-التحويل
ONLINE_STORE_THEME,'157434380521,shopify.checkout.payment.ideal_label,ar,,,iDEAL | Wero,iDEAL | ويـرو
ONLINE_STORE_THEME,'157434380521,shopify.checkout.payment.afterpay_label,ar,,,Afterpay,Afterpay
ONLINE_STORE_THEME,'157434380521,shopify.checkout.payment.cashapppay_label,ar,,,Cash App Pay,Cash App الدفع
ONLINE_STORE_THEME,'157434380521,shopify.checkout.payment.przelewy24_label,ar,,,Przelewy24,Przelewy24
ONLINE_STORE_THEME,'157434380521,shopify.checkout.payment.blik_label,ar,,,Blik, Blik
ONLINE_STORE_THEME,'157434380521,shopify.checkout.payment.twint_label,ar,,,TWINT,TWINT
ONLINE_STORE_THEME,'157434380521,shopify.checkout.payment.mobilepay_label,ar,,,MobilePay,MobilePay
ONLINE_STORE_THEME,'157434380521,shopify.checkout.payment.swish_label,ar,,,Swish,Swish
ONLINE_STORE_THEME,'157434380521,shopify.checkout.payment.vipps_label,ar,,,Vipps,Vipps
ONLINE_STORE_THEME,'157434380521,shopify.checkout.payment.grabpay_label,ar,,,GrabPay,GrabPay
ONLINE_STORE_THEME,'157434380521,shopify.checkout.payment.kcp_creditcard_label,ar,,,KCP Credit Card,KCP Credit Card
ONLINE_STORE_THEME,'157434380521,shopify.checkout.payment.usdc_label,ar,,,USDC,USDC
ONLINE_STORE_THEME,'157434380521,shopify.checkout.payment.usdc_cashback_title,ar,,,1% cashback,1% مكافأة نقدية
ONLINE_STORE_THEME,'157434380521,shopify.checkout.payment.usdc_cashback_additional_info,ar,,,Get 1% back in USDC on Base in 30 days.,احصل 1% مرة أخرى كـ USDC على Base خلال 30 يومًا.
ONLINE_STORE_THEME,'157434380521,shopify.checkout.payment.usdc_cashback_terms,ar,,,Terms Apply,الشروط سارية
ONLINE_STORE_THEME,'157434380521,shopify.checkout.payment.purchase_options_card_update_agreement_label_html,ar,,,"By updating your payment method, you authorize payments for any recurring or deferred purchase according to this store's <a class=""link--small"" data-modal=""true"" data-title-text=""%{cancellation_policy}"" href=""%{policy_href}"">cancellation policy</a>.","بو updating طريقة الدفع، أنت تفوض الدفع لأي شراء متكرر أو مؤجل وفقًا لسياسة الإلغاء المتاحة في المتجر <a class=""link--small"" data-modal=""true"" data-title-text=""%{cancellation_policy}"" href=""%{policy_href}"">سياسة الإلغاء</a>."
ONLINE_STORE_THEME,'157434380521,shopify.checkout.payment.subscription_card_update_agreement_label,ar,,,Changing the payment method will update your subscription and future recurring payments.,تغيير طريقة الدفع يحدث إشعارًا لتحديث اشتراكك والمدفوعات المتكررة في المستقبل.
ONLINE_STORE_THEME,'157434380521,shopify.checkout.payment.subscription_agreement_label,ar,,,"One or more items in your cart is a deferred or subscription purchase. By continuing with your payment, you agree that your payment method will automatically be charged at the price and frequency listed on this page until it ends or you cancel. All cancellations are subject to the %{cancelled}.",أحد العناصر أو أكثر في سلة مشترياتك هو شراء مؤجل أو اشتراك. باستمرارك بالدفع، توافق على أن تُخصم طريقة الدفع تلقائيًا بالسعر والتكرار المذكورين في هذه الصفحة حتى ينتهي أو تقوم بالإلغاء. جميع الإلغاءات تخضع لـ %{cancelled}.
ONLINE_STORE_THEME,'157434380521,shopify.checkout.payment.subscription_agreement_cancelled,ar,,,cancellation policy,سياسة الإلغاء
ONLINE_STORE_THEME,'157434380521,shopify.checkout.payment.subscription_heading,ar,,,Subscription agreement,اتفاقية الاشتراك
ONLINE_STORE_THEME,'157434380521,shopify.checkout.payment.subscription_agreement_label_html,ar,,,"I understand that I'm agreeing to a subscription. It will renew at the price and frequency listed until it ends or is
<a class=""link--small"" data-modal=""true"" data-title-text=""%{subscription_policy}"" href=""%{policy_href}"">cancelled</a>.
","أفهم أنني أوافق على اشتراك. سيتم التجديد بالسعر والتردد المذكورين حتى ينتهي أو يتم الإلغاء
<a class=""link--small"" data-modal=""true"" data-title-text=""%{subscription_policy}"" href=""%{policy_href}"">إلغاء</a>.
"
ONLINE_STORE_THEME,'157434380521,shopify.checkout.payment.purchase_options_agreement_label,ar,,,"One or more items in your cart is a deferred or recurring purchase. By continuing with your payment, you agree that your payment method will automatically be charged at the price and frequency listed on this page until it ends or you cancel. All cancellations are subject to the  %{cancellation_policy_label}.",أحد عناصر سلتك هو شراء مؤجل أو اشتراك متكرر. باستمرارك بالدفع، توافق أن يتم خصم السعر والتكرار المذكورين في هذه الصفحة حتى ينتهي أو تلغي. جميع الإلغاءات تخضع لـ %{cancellation_policy_label}.
ONLINE_STORE_THEME,'157434380521,shopify.checkout.payment.purchase_options_agreement_label_html,ar,,,"I understand that one or more items in my cart is a deferred or recurring purchase. By continuing, I agree to the
<a class=""link--small"" data-modal=""true"" data-title-text=""%{subscription_policy}"" href=""%{policy_href}"">cancellation policy</a>
and authorize you to charge my payment method at the prices, frequency and dates listed on this page until my
order is fulfilled or I cancel, if permitted.
","أفهم أن أحد العناصر في سلة مشترياتي هو شراء مؤجل أو اشتراك متكرر. باستمرار، أوافق على
<a class=""link--small"" data-modal=""true"" data-title-text=""%{subscription_policy}"" href=""%{policy_href}"">سياسة الإلغاء</a>
وأخوّلك لتحصيل الدفع لطريقة الدفع وفق الأسعار والتواريخ المدرجة في هذه الصفحة حتى يتم تنفيذ طلبي أو أُلغيه، إذا كان ذلك مسموحًا."
ONLINE_STORE_THEME,'157434380521,shopify.checkout.payment.purchase_options_agreement_label_wallets,ar,,,"By continuing with your payment, you agree to the future charges listed on this page and the cancellation policy.",بالاستمرار في الدفع، توافق على الرسوم المستقبلية المدرجة في هذه الصفحة وسياسة الإلغاء.
ONLINE_STORE_THEME,'157434380521,shopify.checkout.payment.change_currency_section_description,ar,,,Select a currency option,اختر خيار العملة
ONLINE_STORE_THEME,'157434380521,shopify.checkout.payment.no_real_orders_dev_store,ar,,,This store can't accept real orders or real payments.,هذا المتجر لا يقبل طلبات حقيقية أو مدفوعات حقيقية.
ONLINE_STORE_THEME,'157434380521,shopify.checkout.payment.waiting_on_payment_methods,ar,,,Getting available payment methods...,جارٍ جلب طرق الدفع المتاحة...
ONLINE_STORE_THEME,'157434380521,shopify.checkout.payment.apple_pay_payment_error,ar,,,Your payment couldn't be completed. Try again or use a different payment method.,تعذّر إتمام الدفع. يمكن المحاولة مجددًا أو استخدام طريقة دفع أخرى.
ONLINE_STORE_THEME,'157434380521,shopify.checkout.payment.taxes_not_included,ar,,,Taxes not included,الضرائب غير مدرجة
ONLINE_STORE_THEME,'157434380521,shopify.checkout.payment.no_taxes_banner_content,ar,,,"Taxes won’t be charged on this order. Once you’ve collected payment, taxes can no longer be added.",لن تُفرض ضرائب على هذا الطلب. بعد تحصيل الدفع، لا يمكن إضافة ضرائب.
ONLINE_STORE_THEME,'157434380521,shopify.checkout.payment.paypal.connect,ar,,,Click to connect your PayPal account,انقر للاتصال بحساب بايبال
ONLINE_STORE_THEME,'157434380521,shopify.checkout.payment.apple.connect,ar,,,Click to connect your Apple Pay account,انقر للاتصال بحساب Apple Pay
ONLINE_STORE_THEME,'157434380521,shopify.checkout.payment.apple.not_available,ar,,,Apple Pay is not available in this browser. To connect your Apple Pay account you'll need to use Safari on an Apple device.,Apple Pay غير متاح في هذا المتصفح. للاتصال بحساب Apple Pay، استخدم Safari على جهاز أبل.
ONLINE_STORE_THEME,'157434380521,shopify.checkout.payment.google.connect,ar,,,Click to connect with your Google Pay account,انقر للاتصال بحساب Google Pay
ONLINE_STORE_THEME,'157434380521,shopify.checkout.payment.google.error_authorizing,ar,,,Error authorizing payment,خطأ في تفويض الدفع
ONLINE_STORE_THEME,'157434380521,shopify.checkout.payment.account_connected,ar,,,Account connected.,تم الاتصال بالحساب.
ONLINE_STORE_THEME,'157434380521,shopify.checkout.payment.mor_disclaimer_html,ar,,,"By clicking below and completing your order, you agree to purchase your item(s) from Global-e as merchant of record
for this transaction, on Global-e's <a class=""link--small"" data-modal=""true"" data-title-text=""%{mor_terms}"" href=""%{terms_href}"">Terms and Conditions</a>
and <a class=""link--small"" data-modal=""true"" data-title-text=""%{privacy_policy}"" href=""%{policy_href}"">Privacy Policy</a>. Global-e is an international
fulfilment service provider to %{shop_name}
","بالضغط أدناه وإكمال الطلب، تقر بأنك تشتري العناصر من Global-e كمرجع للبائع
للمعاملة، وفقًا لـ Global-e في <a class=""link--small"" data-modal=""true"" data-title-text=""%{mor_terms}"" href=""%{terms_href}"">الشروط والأحكام</a>\و <a class=""link--small"" data-modal=""true"" data-title-text=""%{privacy_policy}"" href=""%{policy_href}"">سياسة الخصوصية</a>.
Global-e مزود خدمة تلبية دولي لـ %{shop_name}
"
ONLINE_STORE_THEME,'157434380521,shopify.checkout.payment.pending_payment.due_notice,ar,,,Your payment of %{amount_due} is due on %{due_date}.,دفعتك المستحق بقدر %{amount_due} واجب في %{due_date}.
