Type,Identification,Field,Locale,Market,Status,Default content,Translated content
METAFIELD,'34523861287145,value,ar,,,Key Ingredients,المكوّنات الرئيسية
METAFIELD,'34523861319913,value,ar,,,"{""type"":""root"",""children"":[{""type"":""paragraph"",""children"":[{""type"":""text"",""value"":""Apply to towel-dried or dry hair, avoiding the roots. Use a small amount and distribute evenly on damp or dry hair. Adjust quantity according to length and thickness for best results. Perfect for regular use with touch-ups during the day.""}]}]}","{""type"":""root"",""children"":[{""type"":""paragraph"",""children"":[{""type"":""text"",""value"":""يُطبق على الشعر المبلّل بالمنشفة أو الجاف، مع تجنّب فروة الرأس. استخدم كمية صغيرة ووزّعها بالتساوي على الشعر الرطب أو الجاف. عدّل الكمية بحسب الطول والسماكة للحصول على أفضل النتائج. مثالي للاستخدام المنتظم مع اللمسات خلال اليوم.""}]}]}"
METAFIELD,'34523861352681,value,ar,,,How to Use,طريقة الاستخدام
METAFIELD,'34523861385449,value,ar,,,"{""type"":""root"",""children"":[{""type"":""list"",""listType"":""unordered"",""children"":[{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Deep, long-lasting hydration:"",""bold"":true},{""type"":""text"",""value"":"" Thanks to NMF, plant oils (olive, argan, sesame, grape seed) and panthenol, hair retains moisture, regaining softness and flexibility without weighing down.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Nourishment and strengthening:"",""bold"":true},{""type"":""text"",""value"":"" Soy proteins, fatty acids and vitamins E and B5 strengthen the hair fiber, repair split ends and prevent breakage, leaving hair more resilient.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Comprehensive protection:"",""bold"":true},{""type"":""text"",""value"":"" Natural antioxidants, polyphenols and vitamin C from strawberry extract protect against environmental, chemical, thermal damage and UV.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Frizz control and natural shine:"",""bold"":true},{""type"":""text"",""value"":"" Oils and plant extracts smooth the cuticle, tame frizz and leave hair silky, shiny and full of vitality.""}]}]}]}","{""type"":""root"",""children"":[{""type"":""list"",""listType"":""unordered"",""children"":[{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""ترطيب عميق ودائم:"",""bold"":true},{""type"":""text"",""value"":"": بفضل عوامل الترطيب الطبيعية (NMF)، والزيوت النباتية (زيت الزيتون، زيت الأرغان، زيت السمسم وبذور العنب) وبانثينول، يحافظ الشعر على الرطوبة، ويستعيد النعومة والمرونة دون أن يبدو ثقيلاً.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""التغذية وتقوية:"",""bold"":true},{""type"":""text"",""value"":"" بروتينات الصويا، والأحماض الدهنية، وفيتامينات E وB5 تقوّي ألياف الشعر، تصلّح الأطراف المتقصفة وتمنع التكسر، فتصبح الخصل أكثر مرونة.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""حماية شاملة:"",""bold"":true},{""type"":""text"",""value"":"" مضادات أكسدة طبيعية وبوليفينولات وفيتامين C من مستخلص الفراولة تحمي الشعر من التلف البيئي والكيميائي والحراري وتحدّ من الأشعة فوق البنفسجية.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""الحد من التجعد وبريق طبيعي:"",""bold"":true},{""type"":""text"",""value"":"" الزيوت والمستخلصات النباتية تسوّي سطح القشرة، تسيطر على التجعد وتمنح الشعر ملمساً ناعماً ولمعاناً وحيوية.""}]}]}]}"
METAFIELD,'34523861418217,value,ar,,,Key Benefits,الفوائد الرئيسية
METAFIELD,'34523861483753,value,ar,,,new,جديد
METAFIELD,'34523878916329,value,ar,,,Conditioner that seals hydration and keeps hair soft longer.,بلسم يغلق الترطيب ويحافظ على ليونة الشعر لفترة أطول.
METAFIELD,'34523878949097,value,ar,,,267 mL,267 mL
METAFIELD,'34523878981865,value,ar,,,Strawberry + NMF,
METAFIELD,'34523879014633,value,ar,,,Acondicionador Hidratante Fresa + NMF | TARA,
METAFIELD,'34523879047401,value,ar,,,"Acondicionador con Fresa + NMF que hidrata en profundidad, reduce el frizz, protege contra en fotoenvejecimiento, aporta suavidad y brillo sin apelmazar.",
METAFIELD,'34523879571689,value,ar,,,"{""type"":""root"",""children"":[{""type"":""paragraph"",""children"":[{""type"":""text"",""value"":""A vibrant fusion of fresh strawberries and raspberries with delicate floral nuances, offering a refreshing and comforting scent.""}]}]}","{""type"":""root"",""children"":[{""type"":""paragraph"",""children"":[{""type"":""text"",""value"":""مزيج نابض بالحياة من الفراولة الطازجة والتوت البري مع نكهات زهرية دقيقة، يمنح رائحة منعشة ومريحة.""}]}]}"
METAFIELD,'34523879604457,value,ar,,,Fragrance,عطر
METAFIELD,'34523879637225,value,ar,,,"{""type"":""root"",""children"":[{""type"":""paragraph"",""children"":[{""type"":""text"",""value"":""All our formulas are free of sulfates, silicones, parabens, mineral oils and animal testing.""}]}]}","{""type"":""root"",""children"":[{""type"":""paragraph"",""children"":[{""type"":""text"",""value"":""جميع تركيباتنا خالية من الكبريتات والسيليكونات والبارابين والزيوت المعدنية، ولا تتم تجربتها على الحيوانات.""}]}]}"
METAFIELD,'34523879669993,value,ar,,,Free of,خالية من
METAFIELD,'34523879702761,value,ar,,,"{""type"":""root"",""children"":[{""type"":""list"",""listType"":""unordered"",""children"":[{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Strawberry Extract"",""bold"":true},{""type"":""text"",""value"":"": Rich in antioxidants, helps protect hair from oxidative stress and regulate water loss, contributing to balanced hydration and healthy shine.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Natural Moisturizing Factors (NMF)"",""bold"":true},{""type"":""text"",""value"":"": A moisturizing complex that restores and maintains hydration in hair and scalp, reinforcing the hair barrier and improving elasticity.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Panthenol (Vitamin B5)"",""bold"":true},{""type"":""text"",""value"":"": Hydrates, strengthens the hair fiber and improves resistance to breakage.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Olive Oil"",""bold"":true},{""type"":""text"",""value"":"": Nourishes, softens and adds shine while helping control frizz.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Grape Seed Oil"",""bold"":true},{""type"":""text"",""value"":"": Nourishes and protects without weighing hair down, improving elasticity and shine.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Niacinamide (Vitamin B3):"",""bold"":true},{""type"":""text"",""value"":"" Adds softness and improves hair texture by sealing the cuticle for a shinier, more manageable finish.\n\n""}]}]},{""type"":""paragraph"",""children"":[{""type"":""text"",""value"":""Full INCI: AQUA (WATER). CETEARYL ALCOHOL. PROPYLENE GLYCOL. ALCOHOL DENAT. CETRIMONIUM CHLORIDE. GLUCONOLACTONE. GLYCERIN. NIACINAMIDE. PANTHENOL. FRAGARIA ANANASSA (STRAWBERRY) FRUIT EXTRACT. RUBUS FRUTICOSUS (BLACKBERRY) FRUIT EXTRACT. RUBUS IDAEUS (RASPBERRY) FRUIT EXTRACT. SODIUM PCA. UREA. GLUCOSE. GLUTAMIC ACID. GLYCINE. LACTIC ACID. LYSINE. ALLANTOIN. OLEA EUROPAEA (OLIVE) FRUIT OIL. VITIS VINIFERA (GRAPE) SEED OIL. LANOLIN. QUATERNIUM-80. HYDROXYETHYL CELLULOSE. CELLULOSE. CALCIUM GLUCONATE. SODIUM BENZOATE. POTASSIUM SORBATE. CITRIC ACID. SODIUM ACETATE. ISOPROPYL ALCOHOL. BHT. PARFUM (FRAGRANCE). LINALOOL."",""italic"":true}]}]}",
METAFIELD,'34523879735529,value,ar,,,Key Ingredients,المكوّنات الرئيسية
METAFIELD,'34523879768297,value,ar,,,"{""type"":""root"",""children"":[{""type"":""paragraph"",""children"":[{""type"":""text"",""value"":""Remove excess water, apply conditioner from mid-lengths to ends, leave on for 2–3 minutes and rinse with cool water.""}]},{""type"":""paragraph"",""children"":[{""type"":""text"",""value"":""For best results, follow with the ""},{""type"":""text"",""value"":""Strawberry + NMF leave-in conditioner."",""bold"":true}]}]}",
METAFIELD,'34523879801065,value,ar,,,How to Use,طريقة الاستخدام
METAFIELD,'34523879997673,value,ar,,,"{""type"":""root"",""children"":[{""type"":""list"",""listType"":""unordered"",""children"":[{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Locks in essential hydration:"",""bold"":true},{""type"":""text"",""value"":"" NMF penetrates deeply into the hair fiber, sealing in moisture so hair stays soft and flexible.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Seals the cuticle and reduces frizz:"",""bold"":true},{""type"":""text"",""value"":"" Grape seed and olive oils help seal the hair cuticle, reducing frizz and improving texture for smoother, more manageable hair.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Enhances natural shine: "",""bold"":true},{""type"":""text"",""value"":""grape seed oil delivers rich nourishment and adds natural shine, improving the appearance of healthy, vibrant hair.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Protects from environmental damage: "",""bold"":true},{""type"":""text"",""value"":""Raspberry extract, rich in antioxidants, defends hair from daily environmental stressors, preserving natural shine and vitality.""}]}]}]}","{""type"":""root"",""children"":[{""type"":""list"",""listType"":""unordered"",""children"":[{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""يحافظ على الترطيب الأساسي:"",""bold"":true},{""type"":""text"",""value"":"" يخترق NMF عميقاً في ألياف الشعر، ويُحافظ على الرطوبة ليبقى الشعر ناعماً ومرناً.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""يغلق القشرة ويقلل التجعد:"",""bold"":true},{""type"":""text"",""value"":"" زيوت بذور العنب والزيتون تساعد في إغلاق قشرة الشعر، وتقلل التجعد وتحسن القوام ليكون الشعر أملساً وسهل التصفيف.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""يعزز اللمعان الطبيعي:"",""bold"":true},{""type"":""text"",""value"":"" يقدّم زيت بذور العنب تغذية غنية ويضيف لمعاناً طبيعياً، محسناً مظهر الشعر الصحي والحيوي.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""يحمي من التلف البيئي:"",""bold"":true},{""type"":""text"",""value"":"" مستخلص التوت، الغني بمضادات الأكسدة، يحمي الشعر من الإجهاد البيئي اليومي ويحافظ على اللمعان والحيوية.""}]}]}]}"
METAFIELD,'34523880030441,value,ar,,,Key Benefits,الفوائد الرئيسية
METAFIELD,'34523880063209,value,ar,,,ahead,المقبل
METAFIELD,'34523880128745,value,ar,,,new,جديد
METAFIELD,'34523910340841,value,ar,,,Gentle hydrating shampoo that cleanses while deeply moisturizing the scalp.,شامبو ترطيب لطيف ينظف فروة الرأس بعمق ويرطبها جيداً.
METAFIELD,'34523910373609,value,ar,,,267 mL,267 mL
METAFIELD,'34523910570217,value,ar,,,Strawberry+ NMF,
METAFIELD,'34523910668521,value,ar,,,"Champú hidratante sin sulfatos que limpia sin irritar el cuero cabelludo, aporta hidratación profunda y duradera, reduce el encrespamiento y protege.",
METAFIELD,'34523910701289,value,ar,,,"{""type"":""root"",""children"":[{""type"":""paragraph"",""children"":[{""type"":""text"",""value"":""A vibrant fusion of fresh strawberries and raspberries with delicate floral nuances, delivering a refreshing and comforting aroma.""}]}]}",
METAFIELD,'34523910734057,value,ar,,,Fragrance,عطر
METAFIELD,'34523910930665,value,ar,,,"{""type"":""root"",""children"":[{""type"":""paragraph"",""children"":[{""type"":""text"",""value"":""Winner of the SheFinds Beauty Awards 2025""}]}]}",
METAFIELD,'34523910963433,value,ar,,,Awards,جوائز
METAFIELD,'34523910996201,value,ar,,,"{""type"":""root"",""children"":[{""type"":""paragraph"",""children"":[{""type"":""text"",""value"":""All our formulas are free from sulfates, silicones, parabens, mineral oils and animal testing.""}]}]}",
METAFIELD,'34523911028969,value,ar,,,Free of,خالية من
METAFIELD,'34523911061737,value,ar,,,Key Ingredients,المكونات الرئيسية
METAFIELD,'34523911258345,value,ar,,,"{""type"":""root"",""children"":[{""type"":""paragraph"",""children"":[{""type"":""text"",""value"":""Wet hair and scalp thoroughly with warm water. Dispense a walnut‑sized amount into damp palms, lather and massage the scalp using circular motions. Rinse and repeat if desired.""}]},{""type"":""paragraph"",""children"":[{""type"":""text"",""value"":""For best results, follow with the ""},{""type"":""text"",""value"":""Strawberry + NMF conditioner."",""bold"":true}]}]}","{""type"":""root"",""children"":[{""type"":""paragraph"",""children"":[{""type"":""text"",""value"":""قم بترطيب الشعر وفروة الرأس جيدًا بالماء الدافئ. ضع كمية بحجم الجوز في راحة يديك المبللة، ثم قم بتدليك فروة الرأس بحركات دائرية. اشطف وكرر إذا رغبت.""}]},{""type"":""paragraph"",""children"":[{""type"":""text"",""value"":""لأفضل النتائج، اتبع بـ ""},{""type"":""text"",""value"":""بلسم الفراولة + NMF."",""bold"":true}]}]}"
METAFIELD,'34523911454953,value,ar,,,How to Use,طريقة الاستخدام
METAFIELD,'34523911487721,value,ar,,,Key Benefits,الفوائد الرئيسية
METAFIELD,'34523911520489,value,ar,,,"{""type"":""root"",""children"":[{""type"":""list"",""listType"":""unordered"",""children"":[{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Gentle, attentive cleansing:"",""bold"":true},{""type"":""text"",""value"":"" The antioxidant power of strawberry extract protects hair from environmental damage while removing impurities, leaving it hydrated.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Maintains natural hydration"",""bold"":true},{""type"":""text"",""value"":"" ""},{""type"":""text"",""value"":""levels:"",""bold"":true},{""type"":""text"",""value"":"" Sodium PCA and Glycerin, present in the NMF, retain moisture in your hair, preventing dehydration and keeping it hydrated after washing. ""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Strengthens hair:"",""bold"":true},{""type"":""text"",""value"":"" Panthenol (Vitamin B5) penetrates the hair fiber, improving strength and elasticity to minimize breakage and promote a healthy, resilient fiber. ""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Improves hair texture"",""bold"":true},{""type"":""text"",""value"":"": Olive and grape seed oils provide lightweight nutrition, smoothing hair to reduce frizz and improve manageability.""}]}]}]}","{""type"":""root"",""children"":[{""type"":""list"",""listType"":""unordered"",""children"":[{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""تنظيف لطيف ومراعي:"",""bold"":true},{""type"":""text"",""value"":"" القوة المضادّة للأكسدة في مستخلص الفراولة تحمي الشعر من التلف البيئي مع إزالة الشوائب، وتتركه رطباً.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""يحافظ على الترطيب الطبيعي:"",""bold"":true},{""type"":""text"",""value"":"" يحتفظ Sodium PCA والجلسرين، الموجودان في NMF، بالرطوبة في شعرك، ما يمنع الجفاف ويحافظ على الترطيب بعد الغسل.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""يقوّي الشعر:"",""bold"":true},{""type"":""text"",""value"":"" يخترق بانثينول (فيتامين B5) ألياف الشعر، ويحسّن القوة والمرونة لتقليل التكسر وتعزيز خامة شعرك الصحية والمقاومة.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""يحسّن ملمس الشعر"",""bold"":true},{""type"":""text"",""value"":"": توفر زيوت الزيتون وبذور العنب تغذية خفيفة، وتنعّم الشعر، وتقلل التجعد وتحسّن قابلية التصفيف.""}]}]}]}"
METAFIELD,'34523911553257,value,ar,,,Champú Hidratante Fresa + NMF | TARA,
METAFIELD,'34523911749865,value,ar,,,"{""type"":""root"",""children"":[{""type"":""list"",""listType"":""unordered"",""children"":[{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Strawberry Extract"",""bold"":true},{""type"":""text"",""value"":"": Rich in antioxidants, helps protect hair from oxidative stress and regulate water loss, contributing to balanced hydration and healthy shine.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Natural Moisturizing Factors (NMF)"",""bold"":true},{""type"":""text"",""value"":"": A humectant complex that restores and maintains hydration of hair and scalp, reinforcing the scalp barrier and improving elasticity.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Mild surfactants:"",""bold"":true},{""type"":""text"",""value"":"" Carefully formulated cleansing agents to remove impurities from scalp and hair without disrupting their natural balance.""}]}]},{""type"":""paragraph"",""children"":[{""type"":""text"",""value"":""""}]},{""type"":""paragraph"",""children"":[{""type"":""text"",""value"":""Full INCI: AQUA (WATER). LAURAMIDOPROPYL BETAINE. SODIUM COCOYL ISETHIONATE. GLYCERIN. SODIUM LAUROYL SARCOSINATE. SORBETH-230 TETRAOLEATE. POLYGLYCERYL-3 COCOATE. POLYGLYCERYL-4 CAPRATE. POLYGLYCERYL-6 CAPRYLATE. POLYGLYCERYL-6 RICINOLEATE. SODIUM CHLORIDE. FRAGARIA ANANASSA (STRAWBERRY) FRUIT EXTRACT. RUBUS FRUTICOSUS (BLACKBERRY) FRUIT EXTRACT. RUBUS IDAEUS (RASPBERRY) FRUIT EXTRACT. GLYCINE. LYSINE. ALLANTOIN. SODIUM PCA. UREA. GLUCOSE. GLUTAMIC ACID. POLYQUATERNIUM-7. POLYQUATERNIUM-10. XYLITYL SESQUICAPRYLATE. ANHYDROXYLITOL. SODIUM PHYTATE. GLUCONOLACTONE. CALCIUM GLUCONATE. POTASSIUM SORBATE. SODIUM BENZOATE. CITRIC ACID. LACTIC ACID. DECYL GLUCOSIDE. SORBITAN LAURATE. PARFUM (FRAGRANCE). LINALOOL. CI 14720."",""italic"":true},{""type"":""text"",""value"":""\n""}]}]}",
METAFIELD,'34523911782633,value,ar,,,ahead,قادم
METAFIELD,'34523911848169,value,ar,,,new,جديد
METAFIELD,'34523963818217,value,ar,,,"A complete solution to hydrate, strengthen and soften hair.",حل متكامل لترطيب الشعر وتقويته وتنعيمه.
METAFIELD,'34523963850985,value,ar,,,267 mL | 267 mL | 50 mL,
METAFIELD,'34523963883753,value,ar,,,Strawberry+ NMF,الفراولة + العوامل الترطيبية الطبيعية
METAFIELD,'34523963916521,value,ar,,,adult,بالغ
METAFIELD,'34523964113129,value,ar,,,Rutina Capilar Hidratante con Fresa + NMF | TARA,روتين العناية بالشعر المرطب بالفراولة + العوامل الترطيبية الطبيعية | تارا
METAFIELD,'34523964145897,value,ar,,,"Rutina capilar Fresa + NMF que aporta hidratación duradera, conforta el cuero cabelludo y protege frente al estrés oxidativo para un cabello suave y brillante.",روتين العناية بالشعر بالفراولة + العوامل الترطيبية الطبيعية يوفر ترطيباً دائماً، يريح فروة الرأس ويحمي من الإجهاد التأكسدي لشعر ناعم ولامع.
METAFIELD,'34523964178665,value,ar,,,"{""type"":""root"",""children"":[{""type"":""paragraph"",""children"":[{""type"":""text"",""value"":""A vibrant fusion of fresh strawberries and raspberries with delicate floral nuances, offering a refreshing and comforting scent.""}]}]}","{""type"":""root"",""children"":[{""type"":""paragraph"",""children"":[{""type"":""text"",""value"":""مزيج نابض بالحياة من الفراولة الطازجة والتوت البري مع نكهات زهرية دقيقة، يمنح رائحة منتعشة ومريحة.""}]}]}"
METAFIELD,'34523964375273,value,ar,,,Fragrance,عطر
METAFIELD,'34523964408041,value,ar,,,"{""type"":""root"",""children"":[{""type"":""paragraph"",""children"":[{""type"":""text"",""value"":""Our shampoo is the winner of the SheFinds Beauty Awards 2025.""}]}]}",
METAFIELD,'34523964440809,value,ar,,,Awards,جوائز
METAFIELD,'34523964473577,value,ar,,,"{""type"":""root"",""children"":[{""type"":""paragraph"",""children"":[{""type"":""text"",""value"":""All our formulas are free from sulfates, silicones, parabens, mineral oils and animal testing.""}]}]}","{""type"":""root"",""children"":[{""type"":""paragraph"",""children"":[{""type"":""text"",""value"":""جميع تركيباتنا خالية من الكبريتات والسيليكونات والبارابين والزيوت المعدنية، ولا تتم تجربتها على الحيوانات.""}]}]}"
METAFIELD,'34523964506345,value,ar,,,Free Of,خالية من
METAFIELD,'34523964702953,value,ar,,,"{""type"":""root"",""children"":[{""listType"":""unordered"",""type"":""list"",""children"":[{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Strawberry Extract"",""bold"":true},{""type"":""text"",""value"":"": Rich in antioxidants, helps protect hair from oxidative stress and regulates water loss, contributing to balanced hydration and healthy shine.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Natural Moisturizing Factors (NMF)"",""bold"":true},{""type"":""text"",""value"":"": A humectant complex that restores and maintains hair and scalp hydration, reinforcing the scalp barrier and improving elasticity.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Argan, Olive, Sesame and Soy Oils"",""bold"":true},{""type"":""text"",""value"":"": A blend of nourishing oils that deeply hydrate, soften the hair fiber and protect against dryness and external aggressors without weighing hair down.""}]}]},{""type"":""paragraph"",""children"":[{""type"":""text"",""value"":"""",""italic"":true}]},{""type"":""paragraph"",""children"":[{""type"":""text"",""value"":""See full INCI on each product page."",""italic"":true}]}]}","{""type"":""root"",""children"":[{""listType"":""unordered"",""type"":""list"",""children"":[{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""مستخلص الفراولة"",""bold"":true},{""type"":""text"",""value"":"": غَنِيّ بمضادات الأكسدة، يساعد في حماية الشعر من الإجهاد التأكسدي وتنظيم فقدان الماء، ما يسهم في ترطيب متوازن وبريق صحي.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""عوامل الترطيب الطبيعية (NMF)"",""bold"":true},{""type"":""text"",""value"":"": مركّب مرطّب يعيد الترطيب ويحافظ عليه لشعر وفروة الرأس، يعزز حاجز فروة الرأس ويحسن المرونة.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""زيوت الأرغان والزيتون والسمسم وفول الصويا"",""bold"":true},{""type"":""text"",""value"":"": مزيج من الزيوت المغذية التي ترطب الشعر بعمق، وتنعّم ألياف الشعر وتحميه من الجفاف والاعتداءات الخارجية دون تثقيل الشعر.""}]}]},{""type"":""paragraph"",""children"":[{""type"":""text"",""value"":"""",""italic"":true}]},{""type"":""paragraph"",""children"":[{""type"":""text"",""value"":""اطّلع على قائمة INCI الكاملة في صفحة كل منتج."",""italic"":true}]}]}"
METAFIELD,'34523964735721,value,ar,,,Key Ingredients,المكوّنات الرئيسية
METAFIELD,'34523964932329,value,ar,,,"{""type"":""root"",""children"":[{""type"":""list"",""listType"":""ordered"",""children"":[{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Shampoo: "",""bold"":true},{""type"":""text"",""value"":""Thoroughly wet hair and scalp with warm water. Rub a walnut‑sized amount between damp palms to lather and massage the scalp with circular motions. Rinse and repeat if desired.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Conditioner: "",""bold"":true},{""type"":""text"",""value"":""Squeeze out excess water, apply conditioner from mid‑lengths to ends, leave for 2–3 minutes and rinse with cool water.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Leave‑in Conditioner: "",""bold"":true},{""type"":""text"",""value"":""Apply to towel‑dried or dry hair, avoiding the roots. Use a small amount and distribute evenly. Adjust quantity by length and thickness for optimal results. Ideal for regular use and touch‑ups during the day.""}]}]}]}","{""type"":""root"",""children"":[{""type"":""list"",""listType"":""ordered"",""children"":[{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""الشامبو: "",""bold"":true},{""type"":""text"",""value"":""بلِّل الشعر وفروة الرأس جيداً بماء دافئ. افرك كمية بحجم عين الجوز بين راحتي اليدين المبللتين حتى تكوّن رغوة، ثم دلك فروة الرأس بحركات دائرية. اشطف وكرر إن رغبت.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""المكيف: "",""bold"":true},{""type"":""text"",""value"":""اعصر الماء الزائد، ضع المكيف من منتصف الشعر إلى الأطراف، اتركه لمدة 2–3 دقائق، ثم اشطف بماء بارد.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""المكوّن لا يُشطف: "",""bold"":true},{""type"":""text"",""value"":""يُطبق على الشعر المبلل بالمنشفة أو الجاف، مع تجنّب فروة الرأس. استخدم كمية صغيرة ووزّعها بالتساوي. اضبط الكمية حسب طول الشعر وكثافته لتحقيق النتائج المثلى. مثالي للاستخدام اليومي ولللمسات أثناء النهار.""}]}]}]}"
METAFIELD,'34523964965097,value,ar,,,How To Use,كيفية الاستخدام
METAFIELD,'34523964997865,value,ar,,,"{""type"":""root"",""children"":[{""listType"":""unordered"",""type"":""list"",""children"":[{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Delivers deep, long‑lasting hydration: "",""bold"":true},{""type"":""text"",""value"":""Restores and maintains optimal hydration levels in hair and scalp, helping prevent dryness, dehydration and frizz.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Provides scalp comfort and balance: "",""bold"":true},{""type"":""text"",""value"":""Promotes a more balanced, flexible and comfortable scalp, reducing tightness and dryness.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Protects against photo‑ageing and oxidative stress: "",""bold"":true},{""type"":""text"",""value"":""Defends the hair fiber from damage caused by UV, pollution and free radicals, helping preserve youthfulness and vitality.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Restores softness, elasticity and natural shine: "",""bold"":true},{""type"":""text"",""value"":""Seals the cuticle, improves elasticity and returns luminosity to hair—leaving it softer, more flexible and visibly healthy without weighing it down.""}]}]}]}","{""type"":""root"",""children"":[{""listType"":""unordered"",""type"":""list"",""children"":[{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""يوفر ترطيباً عميقاً وطويل الأمد: "",""bold"":true},{""type"":""text"",""value"":""يعيد ويُحافظ على الترطيب الأمثل للشعر وفروة الرأس، مما يساعد في منع الجفاف وفقدان الترطيب والتطاير.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""يوفّر راحة وتوازن فروة الرأس: "",""bold"":true},{""type"":""text"",""value"":""يعزز فروة رأس أكثر توازناً ومرونة وراحة، ويقلّل الإحساس بالشد والجفاف.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""يحمي من الشيخوخة الضوئية والإجهاد التأكسدي: "",""bold"":true},{""type"":""text"",""value"":""يدافع عن ألياف الشعر من التلف الناتج عن الأشعة فوق البنفسجية والتلوث والجذور الحرة، ويساعد في الحفاظ على شباب الشعر وحيويته.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""يعيد النعومة والمرونة والبريق الطبيعي: "",""bold"":true},{""type"":""text"",""value"":""يغلق قشرة الشعر، يحسن المرونة ويعيد الإشراق للشعر—يتركه أنعم، وأشد مرونة وبصورة صحية ومرئية دون أن يثقل الشعر.""}]}]}]}"
METAFIELD,'34523965030633,value,ar,,,Key Benefits,الفوائد الرئيسية
METAFIELD,'34523965096169,value,ar,,,new,جديد
METAFIELD,'34523990130921,value,ar,,,Sérum Calmante para el Cuero Cabelludo Irritado | TARA,سيروم مهدئ لفروة الرأس المتهيجة | TARA
METAFIELD,'34523990163689,value,ar,,,"Sérum revitalizante que calma el cuero cabelludo irritado, ayuda a reducir sebo y caspa y protege frente a la contaminación. Equilibrio y frescor duradero.",سيروم مُنعِّش يهدّئ فروة الرأس المتهيجة، يساعد في تقليل الزهم والقشرة، ويحمي من التلوث. توازن ورائحة تدومان.
METAFIELD,'34523990196457,value,ar,,,Scalp serum that regulates pH and balances sebum production.,سيروم فروة الرأس الذي ينظّم الرقم الهيدروجيني ويوازن إفراز الزهم.
METAFIELD,'34523990229225,value,ar,,,50 mL,50 مل
METAFIELD,'34523990261993,value,ar,,,Detox,ديتوكس
