Type,Identification,Field,Locale,Market,Status,Default content,Translated content
METAFIELD,'34523594031337,value,ar,,,486,
METAFIELD,'34523594064105,value,ar,,,new,
METAFIELD,'34523594096873,value,ar,,,"{""reviewCount"":0,""reviewAverageValue"":""0.0""}",
METAFIELD,'34523616903401,value,ar,,,Black Garlic+ Ceramides,
METAFIELD,'34523616936169,value,ar,,,Revitalizing shampoo for deep cleansing and scalp barrier repair.,
METAFIELD,'34523616968937,value,ar,,,267 mL,
METAFIELD,'34523617001705,value,ar,,,Repairing & Strengthening Shampoo — Black Garlic + Ceramidas | TARA,
METAFIELD,'34523617034473,value,ar,,,"Revitalizing shampoo that strengthens from the root, repairs damage, and protects against thermal and environmental stress. Stronger, more hydrated, and more radiant hair.",
METAFIELD,'34523617067241,value,ar,,,Fragrance,
METAFIELD,'34523617100009,value,ar,,,"{""type"":""root"",""children"":[{""type"":""paragraph"",""children"":[{""type"":""text"",""value"":""All our formulas are free from sulfates, silicones, parabens, mineral oils and animal testing.""}]}]}",
METAFIELD,'34523617132777,value,ar,,,Free of,
METAFIELD,'34523617165545,value,ar,,,Key Ingredients,
METAFIELD,'34523617198313,value,ar,,,"{""type"":""root"",""children"":[{""type"":""paragraph"",""children"":[{""type"":""text"",""value"":""Wet hair and scalp thoroughly with warm water. Dispense a walnut‑sized amount into damp palms, lather and massage the scalp using circular motions. Rinse and repeat if desired.\n\nFor best results, follow with our ""},{""type"":""text"",""value"":""Black Garlic+ Ceramides Repairing Mask."",""bold"":true}]}]}",
METAFIELD,'34523617231081,value,ar,,,How to Use,
METAFIELD,'34523617263849,value,ar,,,Key Benefits,
METAFIELD,'34523617296617,value,ar,,,"{""type"":""root"",""children"":[{""listType"":""unordered"",""type"":""list"",""children"":[{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Black Garlic ABG10+® Extract"",""bold"":true},{""type"":""text"",""value"":"": Strengthens hair from within, improving resilience and helping protect against breakage and weakening.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Ceramides"",""bold"":true},{""type"":""text"",""value"":"": Hydrate and repair deeply while restoring the scalp's natural barrier and reinforcing hair fiber cohesion.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Vitamin E"",""bold"":true},{""type"":""text"",""value"":"": A potent antioxidant that protects hair from oxidative damage, improves hydration, stimulates microcirculation and reinforces the hair fiber against external aggressions.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Olive Oil"",""bold"":true},{""type"":""text"",""value"":"": Rich in fatty acids and natural antioxidants, deeply hydrates, nourishes, strengthens and protects against external aggressors, leaving hair soft, shiny and more resilient.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Mango Butter"",""bold"":true},{""type"":""text"",""value"":"": Delivers intense nourishment, smooths frizz and protects against breakage, leaving hair more flexible and manageable.""}]}]},{""type"":""paragraph"",""children"":[{""type"":""text"",""value"":""""}]},{""type"":""paragraph"",""children"":[{""type"":""text"",""value"":""Full INCI: AQUA / WATER. LAURAMIDOPROPYL BETAINE. SODIUM LAUROYL SARCOSINATE. SODIUM COCOYL ISETHIONATE. GLYCERIN. POLYGLYCERYL-3 COCOATE. POLYGLYCERYL-4 CAPRATE. POLYGLYCERYL-6 CAPRYLATE. POLYGLYCERYL-6 RICINOLEATE. SORBETH-230 TETRAOLEATE. ALLIUM SATIVUM BULB EXTRACT. HYDROLYZED VEGETABLE PROTEIN PG-PROPYL SILANETRIOL. CERAMIDE NP. TOCOPHERYL ACETATE. OLEA EUROPAEA (OLIVE) FRUIT OIL. BUTYROSPERMUM PARKII (SHEA) BUTTER. HYDROGENATED POLYISOBUTENE. DEXTRIN. ANHYDROXYLITOL, GLUCOSE. XYLITOL. XYLITYLGLUCOSIDE. PENTYLENE GLYCOL. XYLITYL SESQUICAPRYLATE. POLYQUATERNIUM-7. POLYQUATERNIUM-10. DISODIUM EDTA. SODIUM PHYTATE. POTASSIUM SORBATE. SODIUM BENZOATE. SODIUM CHLORIDE. CITRIC ACID. DECYL GLUCOSIDE. SODIUM OLEATE. SOYBEAN LECITHIN. PEG-40 HYDROGENATED CASTOR OIL. SORBITAN LAURATE. CI19140, CI18050, CI27755, CI42090. PARFUM (FRAGRANCE)."",""italic"":true}]}]}",
METAFIELD,'34523617493225,value,ar,,,"{""type"":""root"",""children"":[{""type"":""paragraph"",""children"":[{""type"":""text"",""value"":""A perfect blend of sweet and woody notes. It has a defined, harmonious character highlighted by fruity and floral top notes. A lily‑of‑the‑valley heart adds freshness while a base of musk, cedar and powdery nuances creates a warm, welcoming fragrance.""}]}]}",
METAFIELD,'34523617525993,value,ar,,,"{""type"":""root"",""children"":[{""listType"":""unordered"",""type"":""list"",""children"":[{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Deep cleansing that respects natural balance: "",""bold"":true},{""type"":""text"",""value"":""Removes impurities and accumulated residues while preserving scalp hydration and protective function.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Repairs and strengthens from the root: "",""bold"":true},{""type"":""text"",""value"":""Reinforces the scalp's natural barrier and the follicles, promoting a stronger, more resilient foundation for hair growth.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Rebuilds the fiber and reduces breakage: "",""bold"":true},{""type"":""text"",""value"":""Improves hair's structural integrity, increases elasticity and decreases breakage and fragility.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Protects against external damage: "",""bold"":true},{""type"":""text"",""value"":""Defends hair from environmental, thermal and oxidative stress, helping prevent premature deterioration.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Restores hydration, shine and manageability: "",""bold"":true},{""type"":""text"",""value"":""Replenishes essential hydration, improves scalp comfort and leaves hair softer, shinier and easier to style.""}]}]}]}",
METAFIELD,'34523617591529,value,ar,,,543615,
METAFIELD,'34523617624297,value,ar,,,new,
METAFIELD,'34523617657065,value,ar,,,"{""reviewCount"":0,""reviewAverageValue"":""0.0""}",
METAFIELD,'34523642527977,value,ar,,,8452,
METAFIELD,'34523642560745,value,ar,,,8452,
METAFIELD,'34523642593513,value,ar,,,Advanced 3‑step repairing routine that rebuilds the scalp and hair fiber.,
METAFIELD,'34523642626281,value,ar,,,267 mL | 200 mL | 50 mL,
METAFIELD,'34523642659049,value,ar,,,Black Garlic+ Ceramides,
METAFIELD,'34523642691817,value,ar,,,adult,
METAFIELD,'34523642724585,value,ar,,,Repairing and Strengthening Routine with Black Garlic and Ceramides | TARA,
METAFIELD,'34523642757353,value,ar,,,"Powerful restorative hair routine that rebuilds hair, strengthens it from the root, protects against damage, and restores shine and softness.",
METAFIELD,'34523642790121,value,ar,,,"{""type"":""root"",""children"":[{""type"":""paragraph"",""children"":[{""type"":""text"",""value"":""A perfect blend of sweet and woody notes. It has a defined, harmonious character highlighted by fruity and floral top notes. A lily‑of‑the‑valley heart provides freshness, while a base of musk, cedar and powdery accords creates a warm, welcoming fragrance.""}]}]}",
METAFIELD,'34523642822889,value,ar,,,Fragrance,
METAFIELD,'34523642855657,value,ar,,,"{""type"":""root"",""children"":[{""type"":""paragraph"",""children"":[{""type"":""text"",""value"":""All our formulas are free from sulfates, silicones, parabens, mineral oils and animal testing.""}]}]}",
METAFIELD,'34523642888425,value,ar,,,Free Of,
METAFIELD,'34523643085033,value,ar,,,"{""type"":""root"",""children"":[{""type"":""list"",""listType"":""unordered"",""children"":[{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Black Garlic Extract ABG10+®"",""bold"":true},{""type"":""text"",""value"":"": Strengthens hair from within, improving resilience and helping protect against breakage and weakening.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Ceramides"",""bold"":true},{""type"":""text"",""value"":"": Deeply hydrate and repair while restoring the scalp’s natural barrier and reinforcing fiber cohesion.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Vegetable Collagen"",""bold"":true},{""type"":""text"",""value"":"": Reinforces hair structure, improves elasticity and delivers added softness and body.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Hydrolyzed Rice Protein"",""bold"":true},{""type"":""text"",""value"":"": Restructures and strengthens the hair shaft, reducing fragility and accumulated damage.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Mango Butter"",""bold"":true},{""type"":""text"",""value"":"": Provides intense nourishment, smooths frizz and protects against breakage, leaving hair more flexible and manageable.""}]}]},{""type"":""paragraph"",""children"":[{""type"":""text"",""value"":""See full INCI on each product page."",""italic"":true}]}]}",
METAFIELD,'34523643117801,value,ar,,,Key Ingredients,
METAFIELD,'34523643150569,value,ar,,,"{""type"":""root"",""children"":[{""type"":""list"",""listType"":""ordered"",""children"":[{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Shampoo"",""bold"":true},{""type"":""text"",""value"":"": Thoroughly wet hair and scalp with warm water. Rub a walnut‑sized amount between damp palms to lather and massage the scalp with circular motions. Rinse and repeat if desired.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Conditioner"",""bold"":true},{""type"":""text"",""value"":"": Squeeze out excess water, apply conditioner from mid‑lengths to ends, leave for 2–3 minutes and rinse with cool water.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Scalp Serum"",""bold"":true},{""type"":""text"",""value"":"": Apply 1 pipette directly to the scalp on wet or dry hair. Distribute evenly along part lines, the sides and the back. Gently massage with fingertips to aid absorption. Do not rinse and style as usual. Daily use recommended.""}]}]}]}",
METAFIELD,'34523643183337,value,ar,,,How To Use,
METAFIELD,'34523643216105,value,ar,,,"{""type"":""root"",""children"":[{""listType"":""unordered"",""type"":""list"",""children"":[{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Repairs and rebuilds the hair fiber"",""bold"":true},{""type"":""text"",""value"":"": Reconstructs internal hair structure, strengthens the natural barrier and restores damage from root to tip.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Strengthens and reduces breakage"",""bold"":true},{""type"":""text"",""value"":"": Reinforces follicles and improves fiber resilience, helping prevent breakage and future mechanical or chemical damage.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Rebalances the scalp"",""bold"":true},{""type"":""text"",""value"":"": Restores balance to the scalp microbiome and protects the skin barrier for an optimal environment for healthy growth.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Protects against oxidative stress"",""bold"":true},{""type"":""text"",""value"":"": Shields hair from damage caused by pollution, heat and environmental aggressors that accelerate hair ageing.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Restores vitality, density and shine"",""bold"":true},{""type"":""text"",""value"":"": Improves elasticity, softness and manageability, leaving hair stronger, denser and visibly healthy.\n""}]}]}]}",
METAFIELD,'34523643248873,value,ar,,,Key Benefits,
METAFIELD,'34523643281641,value,ar,,,ahead,
METAFIELD,'34523643511017,value,ar,,,new,
METAFIELD,'34523643543785,value,ar,,,"{""reviewCount"":0,""reviewAverageValue"":""0.0""}",
METAFIELD,'34523671855337,value,ar,,,Nourishing Scalp Serum | TARA,
METAFIELD,'34523671888105,value,ar,,,"Scalp serum with date extract, vitamins and peptides that strengthens hair from the root, protects against oxidative stress and improves hair vitality.",
METAFIELD,'34523671920873,value,ar,,,Scalp serum that nourishes and activates roots for healthy growth.,
METAFIELD,'34523671953641,value,ar,,,50 mL,
METAFIELD,'34523671986409,value,ar,,,Date + Multivitamin,
METAFIELD,'34523672019177,value,ar,,,"{""type"":""root"",""children"":[{""type"":""paragraph"",""children"":[{""type"":""text"",""value"":""A delicious sweet, fruity aroma. Citrusy and fruity top notes create an irresistible opening; heart notes of dried fruit, dates and florals add a rich, enveloping layer. Base notes of sweet accords, musk and creamy tones leave a lasting, comforting, seductive trail.""}]}]}",
METAFIELD,'34523672051945,value,ar,,,Fragrance,
METAFIELD,'34523672084713,value,ar,,,"{""type"":""root"",""children"":[{""type"":""paragraph"",""children"":[{""type"":""text"",""value"":""All our formulas are free from sulfates, silicones, parabens, mineral oils and animal testing.""}]}]}",
METAFIELD,'34523672117481,value,ar,,,Free Of,
METAFIELD,'34523672150249,value,ar,,,"{""type"":""root"",""children"":[{""type"":""list"",""listType"":""unordered"",""children"":[{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Date Extract"",""bold"":true},{""type"":""text"",""value"":""Rich in vitamins and essential nutrients, it deeply nourishes and improves softness and manageability, restoring flexibility and vitality.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Multivitamin Complex (A, C and E)"",""bold"":true},{""type"":""text"",""value"":""Improves scalp health and revitalizes hair.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Capixyl™:"",""bold"":true},{""type"":""text"",""value"":""Reduces hair loss by improving anchoring and supporting hair growth.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""SilverFree™:"",""bold"":true},{""type"":""text"",""value"":""Stimulates natural hair pigmentation and helps delay the onset of greys.""}]}]},{""type"":""paragraph"",""children"":[{""type"":""text"",""value"":""Please paste the Spanish text you would like translated into English.""}]},{""type"":""paragraph"",""children"":[{""type"":""text"",""value"":""Full INCI: AQUA (WATER). SODIUM ASCORBYL PHOSPHATE. ALCOHOL DENAT. GLYCERIN. BUTYLENE GLYCOL. PEG-40 HYDROGENATED CASTOR OIL. POLYACRYLATE CROSSPOLYMER-6. PHOENIX DACTYLIFERA (DATE) FRUIT EXTRACT. MANNITOL PHOSPHATIDYLCHOLINE. CETYL ALCOHOL. DECYL GLUCOSIDE. RETINYL PALMITATE. TOCOPHERYL ACETATE. PALMITOYL DIPEPTIDE-52. DEXTRAN. ACETYL TETRAPEPTIDE-3. TRIFOLIUM PRATENSE (CLOVER) FLOWER EXTRACT. XANTHAN GUM. CITRIC ACID. BENZYL ALCOHOL. SALICYLIC ACID. SODIUM METABISULFITE. SODIUM PHYTATE. SORBIC ACID. POTASSIUM SORBATE. SODIUM BENZOATE. SODIUM CHLORIDE. PARFUM (FRAGRANCE). HEXAMETHYLINDANOPYRAN. TETRAMETHYL ACETYLOCTAHYDRONAPHTHALENES. VANILLIN. LINALYL ACETATE. LINALOOL. HYDROXYCITRONELLAL. LIMONENE. BENZYL SALICYLATE."",""italic"":true}]}]}",
METAFIELD,'34523672183017,value,ar,,,Key Ingredients,
METAFIELD,'34523672215785,value,ar,,,"{""type"":""root"",""children"":[{""type"":""paragraph"",""children"":[{""type"":""text"",""value"":""Apply 1 dropper directly to the scalp on wet or dry hair. Distribute evenly along part lines, the sides and the back. Gently massage with the fingertips to aid absorption. Do not rinse; style as usual. Daily use recommended.""}]}]}",
METAFIELD,'34523672248553,value,ar,,,How to Use,
METAFIELD,'34523672281321,value,ar,,,"{""type"":""root"",""children"":[{""type"":""list"",""listType"":""unordered"",""children"":[{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Deep scalp nutrition:"",""bold"":true},{""type"":""text"",""value"":"" Date extract nourishes the scalp barrier with hydration and strength, protecting it from heat, sun and pollution. The result is softer, shinier, more elastic hair from the root.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Antioxidant protection and strengthening:"",""bold"":true},{""type"":""text"",""value"":"" Vitamin C and the multivitamin complex protect scalp and hair from oxidative stress, stimulate collagen synthesis and strengthen the follicle structure.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Anti‑age action:"",""bold"":true},{""type"":""text"",""value"":"" CapixylTM improves follicle health, promotes tissue remodeling and increases extracellular matrix, while SilverfreeTM stimulates structural proteins like collagen and keratin to improve density, firmness and strength.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Reduces frizz and improves manageability:"",""bold"":true},{""type"":""text"",""value"":"" Nutrients and active peptides smooth hair and help control frizz, leaving hair more manageable and healthy‑looking.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Comprehensive strengthening from the root:"",""bold"":true},{""type"":""text"",""value"":"" All actives work in synergy to strengthen the follicle–fiber bond, improve hair structure and promote a healthier, revitalized scalp.""}]}]}]}",
METAFIELD,'34523672314089,value,ar,,,Key Benefits,
METAFIELD,'34523672379625,value,ar,,,486,
METAFIELD,'34523672412393,value,ar,,,new,
METAFIELD,'34523672445161,value,ar,,,"{""reviewCount"":0,""reviewAverageValue"":""0.0""}",
METAFIELD,'34523683881193,value,ar,,,Nutrient-rich conditioner that strengthens hair and reduces breakage.,
METAFIELD,'34523683913961,value,ar,,,267 mL,
METAFIELD,'34523683946729,value,ar,,,Date + Multivitamin,
METAFIELD,'34523683979497,value,ar,,,Nourishing Conditioner with Date and Vitamins | TARA,
METAFIELD,'34523684012265,value,ar,,,"Nourishing silicone-free conditioner with date, niacinamida and nourishing oils that repairs, reduces split ends, and improves elasticity without weighing hair down.",
METAFIELD,'34523684045033,value,ar,,,543616,
METAFIELD,'34523684077801,value,ar,,,543616,
METAFIELD,'34523684110569,value,ar,,,adult,
METAFIELD,'34523684143337,value,ar,,,"{""type"":""root"",""children"":[{""type"":""paragraph"",""children"":[{""type"":""text"",""value"":""Delicious sweet and fruity aroma. Top citrus and fruit notes create an irresistible opening, heart notes of dried fruits, dates and florals add a rich, enveloping layer. Finally, sweet, musky and creamy base accords leave a long-lasting, comforting and seductive trail.""}]}]}",
METAFIELD,'34523684176105,value,ar,,,Fragrance,
METAFIELD,'34523684208873,value,ar,,,"{""type"":""root"",""children"":[{""type"":""paragraph"",""children"":[{""type"":""text"",""value"":""All our formulas are free of sulfates, silicones, parabens, mineral oils and animal testing.""}]}]}",
METAFIELD,'34523684241641,value,ar,,,Free of,
METAFIELD,'34523684274409,value,ar,,,"{""type"":""root"",""children"":[{""type"":""list"",""listType"":""unordered"",""children"":[{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Date Extract"",""bold"":true},{""type"":""text"",""value"":"": Rich in vitamins and essential nutrients, deeply nourishes and improves hair softness and manageability, restoring flexibility and vitality.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Multivitamin Complex (A, C and E)"",""bold"":true},{""type"":""text"",""value"":"": Improves scalp health and revitalizes hair.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Panthenol (Vitamin B5)"",""bold"":true},{""type"":""text"",""value"":"": Hydrates, strengthens the hair fiber and improves resistance to breakage.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Niacinamide"",""bold"":true},{""type"":""text"",""value"":"": Adds softness and improves hair texture by sealing the cuticle for a shinier, more manageable finish.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Olive and Grape Seed Oils"",""bold"":true},{""type"":""text"",""value"":"": Nourish, soften and add shine, helping control frizz. Protects without weighing hair down.""}]}]},{""type"":""paragraph"",""children"":[{""type"":""text"",""value"":""""}]},{""type"":""paragraph"",""children"":[{""type"":""text"",""value"":""Full INCI: AQUA (WATER). CETEARYL ALCOHOL. PROPYLENE GLYCOL. ALCOHOL DENAT. CETRIMONIUM CHLORIDE. GLUCONOLACTONE. GLYCERIN. HYDROXYETHYLCELLULOSE. SODIUM ACETATE. ISOPROPYL ALCOHOL. CELLULOSE. PHOENIX DACTYLIFERA (DATE) FRUIT EXTRACT. VITIS VINIFERA (GRAPE) SEED OIL. OLEA EUROPAEA (OLIVE) FRUIT OIL. LANOLIN. PANTHENOL. QUATERNIUM-80. NIACINAMIDE. MANNITOL. PHOSPHATIDYLCHOLINE. SODIUM ASCORBYL PHOSPHATE. POTASSIUM SORBATE. CETYL ALCOHOL. DECYL GLUCOSIDE. RETINYL PALMITATE. TOCOPHERYL ACETATE. XANTHAN GUM. SODIUM CHLORIDE. CITRIC ACID. SODIUM HYDROXIDE. SODIUM BENZOATE. CALCIUM GLUCONATE. BHT. PARFUM (FRAGRANCE). HEXAMETHYLINDANOPYRAN. TETRAMETHYL ACETYLOCTAHYDRONAPHTALENES."",""italic"":true}]}]}",
METAFIELD,'34523684307177,value,ar,,,Key Ingredients,
METAFIELD,'34523684339945,value,ar,,,"{""type"":""root"",""children"":[{""type"":""paragraph"",""children"":[{""type"":""text"",""value"":""Remove excess water, apply conditioner from mid-lengths to ends, leave on for 2–3 minutes and rinse with cool water.""}]},{""type"":""paragraph"",""children"":[{""type"":""text"",""value"":""For best results, pair it with our ""},{""type"":""text"",""value"":""Date + Multivitamin Scalp Serum"",""bold"":true},{""type"":""text"",""value"":"".""}]}]}",
METAFIELD,'34523684372713,value,ar,,,How to Use,
METAFIELD,'34523684405481,value,ar,,,"{""type"":""root"",""children"":[{""type"":""list"",""listType"":""unordered"",""children"":[{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Deep nourishment:"",""bold"":true},{""type"":""text"",""value"":"" Date extract, panthenol and olive and grape seed oils penetrate the fiber, strengthening hair and restoring elasticity and vitality.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Intense, long-lasting hydration:"",""bold"":true},{""type"":""text"",""value"":"" Retains moisture in the hair fiber, preventing dryness and frizz, leaving hair soft, flexible and manageable.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Frizz control and tip sealing:"",""bold"":true},{""type"":""text"",""value"":"" The combination of oils and natural extracts smooths the cuticle, reduces frizz and helps prevent split ends for more even, healthy hair.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Shine and softness:"",""bold"":true},{""type"":""text"",""value"":"" Antioxidants and vitamins in the formula improve hair texture, leaving it silky, shiny and easy to style.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Protection from external aggressors:"",""bold"":true},{""type"":""text"",""value"":"" Date extract, the oils and the multivitamin complex protect against heat, sun, pollution and chemical damage, preserving hair and scalp health.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Fiber strengthening:"",""bold"":true},{""type"":""text"",""value"":"" Niacinamide, panthenol and multivitamins strengthen the hair fiber for more resilient hair.""}]}]}]}",
METAFIELD,'34523684438249,value,ar,,,Key Benefits,
METAFIELD,'34523684471017,value,ar,,,ahead,
METAFIELD,'34523684536553,value,ar,,,new,
METAFIELD,'34523684569321,value,ar,,,"{""reviewCount"":0,""reviewAverageValue"":""0.0""}",
METAFIELD,'34523696201961,value,ar,,,Sulfate‑free nourishing shampoo that preserves the scalp's natural hydration.,
METAFIELD,'34523696234729,value,ar,,,267 mL,
METAFIELD,'34523696267497,value,ar,,,Date+ Multivitamin,
METAFIELD,'34523696300265,value,ar,,,Nourishing Shampoo with Date and Vitamins | TARA,
METAFIELD,'34523696333033,value,ar,,,"Nourishing sulfate-free shampoo that gently cleanses, nourishes and strengthens the hair. With date and antioxidant vitamins to reduce frizz and impart shine.",
METAFIELD,'34523696365801,value,ar,,,543615,
METAFIELD,'34523696398569,value,ar,,,543615,
METAFIELD,'34523696431337,value,ar,,,adult,
METAFIELD,'34523696464105,value,ar,,,"{""type"":""root"",""children"":[{""type"":""paragraph"",""children"":[{""type"":""text"",""value"":""Delicious sweet, fruity aroma. Citrus and fruit top notes create an irresistible opening, while heart notes of dried fruits, dates and florals add a rich, enveloping layer. Finally, sweet, musky and milky base accords leave a long‑lasting, comforting and seductive trail.""}]}]}",
METAFIELD,'34523696496873,value,ar,,,Fragrance,
METAFIELD,'34523696529641,value,ar,,,"{""type"":""root"",""children"":[{""type"":""paragraph"",""children"":[{""type"":""text"",""value"":""All our formulas are free from sulfates, silicones, parabens, mineral oils and animal testing.""}]}]}",
METAFIELD,'34523696562409,value,ar,,,Free of,
METAFIELD,'34523696595177,value,ar,,,"{""type"":""root"",""children"":[{""listType"":""unordered"",""type"":""list"",""children"":[{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Date Extract"",""bold"":true},{""type"":""text"",""value"":"": Rich in vitamins and essential nutrients, deeply nourishes and improves hair softness and manageability, restoring flexibility and vitality.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Multivitamin Complex (A, C and E)"",""bold"":true},{""type"":""text"",""value"":"": Improves scalp health and revitalizes hair.""}]}]},{""type"":""paragraph"",""children"":[{""type"":""text"",""value"":"""",""italic"":true}]},{""type"":""paragraph"",""children"":[{""type"":""text"",""value"":""Full INCI: AQUA (WATER). LAURAMIDOPROPYL BETAINE. SODIUM COCOYL ISETHIONATE. GLYCERIN. SODIUM LAUROYL SARCOSINATE. SODIUM CHLORIDE. POLYGLYCERYL-3 COCOATE. POLYGLYCERYL-4 CAPRATE. POLYGLYCERYL-6 CAPRYLATE. POLYGLYCERYL-6 RICINOLEATE. SORBETH-230 TETRAOLEATE. DECYL GLUCOSIDE. POLYQUATERNIUM-10. SORBITAN LAURATE. POLYQUATERNIUM-7. PHOENIX DACTYLIFERA (DATE) FRUIT EXTRACT. MANNITOL. PHOSPHATIDYLCHOLINE. SODIUM ASCORBYL PHOSPHATE. CETYL ALCOHOL. RETINYL PALMITATE. TOCOPHERYL ACETATE. XANTHAN GUM. CITRIC ACID. SODIUM PHYTATE. SODIUM BENZOATE. XYLITYL SESQUICARRYLATE. ANHYDROXYLITOL. POTASSIUM SORBATE. PARFUM (FRAGRANCE). HEXAMETHYLINDANOPYRAN. TETRAMETHYL ACETYLOCTAHYDRONAPHTHALENES. CI 19140. CI 28440. CI 16255.\n"",""italic"":true}]}]}",
METAFIELD,'34523696627945,value,ar,,,Key Ingredients,
METAFIELD,'34523696660713,value,ar,,,"{""type"":""root"",""children"":[{""type"":""paragraph"",""children"":[{""type"":""text"",""value"":""Wet hair and scalp thoroughly with warm water. Dispense a walnut‑sized amount into damp palms, lather and massage the scalp using circular motions. Rinse and repeat if desired.""}]},{""type"":""paragraph"",""children"":[{""type"":""text"",""value"":""For best results, pair with our ""},{""type"":""text"",""value"":""Date + Multivitamin Conditioner and Scalp Serum"",""bold"":true},{""type"":""text"",""value"":"".""}]}]}",
METAFIELD,'34523696693481,value,ar,,,How to Use,
METAFIELD,'34523696726249,value,ar,,,"{""type"":""root"",""children"":[{""listType"":""unordered"",""type"":""list"",""children"":[{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Gentle, respectful cleansing"",""bold"":true},{""type"":""text"",""value"":"": Mild surfactants remove impurities, excess oil and product residues without disrupting the scalp's natural balance. This provides effective cleansing without drying or irritating, preserving follicle health.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Deep nourishment"",""bold"":true},{""type"":""text"",""value"":"": Date extract is rich in sugars, amino acids, vitamins, minerals and essential fatty acids that penetrate the hair fiber, repairing internal damage and strengthening its structure. Reduces breakage and adds elasticity and resilience from root to tip.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Intense, long‑lasting hydration"",""bold"":true},{""type"":""text"",""value"":"": Thanks to its natural sugars and fatty acids, date extract retains moisture in the hair fiber, providing deep, lasting hydration. The result is softer, more flexible hair that's easier to style, preventing dryness and frizz.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Frizz control and split‑end sealing"",""bold"":true},{""type"":""text"",""value"":"": Creates a protective layer over the cuticle, smoothing and reducing frizz. At the same time, split ends are partially sealed, improving overall appearance and preventing further damage.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Sustained antioxidant action and revitalization"",""bold"":true},{""type"":""text"",""value"":"": The encapsulated multivitamin complex ensures sustained release of vitamins A, C and E, protecting and repairing both scalp and hair fiber over time. This strengthens hair and slows fiber damage.\n""}]}]}]}",
METAFIELD,'34523696759017,value,ar,,,Key Benefits,
METAFIELD,'34523696791785,value,ar,,,ahead,
METAFIELD,'34523696857321,value,ar,,,new,
METAFIELD,'34523696890089,value,ar,,,"{""reviewCount"":0,""reviewAverageValue"":""0.0""}",
METAFIELD,'34523746730217,value,ar,,,8452,
METAFIELD,'34523746762985,value,ar,,,8452,
METAFIELD,'34523746795753,value,ar,,,"3‑step nourishing routine for softer, nourished and stronger hair.",
