Type,Identification,Field,Locale,Market,Status,Default content,Translated content
METAFIELD,'34523964440809,value,ar,,,Awards,الجوائز
METAFIELD,'34523964473577,value,ar,,,"{""type"":""root"",""children"":[{""type"":""paragraph"",""children"":[{""type"":""text"",""value"":""All our formulas are free from sulfates, silicones, parabens, mineral oils and animal testing.""}]}]}","{""type"": ""root"", ""children"": [{""type"": ""paragraph"", ""children"": [{""type"": ""text"", ""value"": ""كل تركيباتنا خالية من السلفات والسيليكونات والبارابين والزيوت المعدنية وتجارب الحيوانات.""}]}]}"
METAFIELD,'34523964506345,value,ar,,,Free Of,خالٍ من
METAFIELD,'34523964702953,value,ar,,,"{""type"":""root"",""children"":[{""listType"":""unordered"",""type"":""list"",""children"":[{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Strawberry Extract"",""bold"":true},{""type"":""text"",""value"":"": Rich in antioxidants, helps protect hair from oxidative stress and regulates water loss, contributing to balanced hydration and healthy shine.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Natural Moisturizing Factors (NMF)"",""bold"":true},{""type"":""text"",""value"":"": A humectant complex that restores and maintains hair and scalp hydration, reinforcing the scalp barrier and improving elasticity.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Argan, Olive, Sesame and Soy Oils"",""bold"":true},{""type"":""text"",""value"":"": A blend of nourishing oils that deeply hydrate, soften the hair fiber and protect against dryness and external aggressors without weighing hair down.""}]}]},{""type"":""paragraph"",""children"":[{""type"":""text"",""value"":"""",""italic"":true}]},{""type"":""paragraph"",""children"":[{""type"":""text"",""value"":""See full INCI on each product page."",""italic"":true}]}]}","{""type"": ""root"", ""children"": [{""listType"": ""unordered"", ""type"": ""list"", ""children"": [{""type"": ""list-item"", ""children"": [{""type"": ""text"", ""value"": ""مستخلص الفراولة"", ""bold"": true}, {""type"": ""text"", ""value"": "": غني بمضادات الأكسدة يساعد في حماية الشعر من الإجهاد التأكسدي وينظم فقدان الماء، ويساهم في ترطيب متوازن ولمعان صحي.""}]}, {""type"": ""list-item"", ""children"": [{""type"": ""text"", ""value"": ""عوامل ترطيب طبيعية (NMF)"", ""bold"": true}, {""type"": ""text"", ""value"": "": مركب رُطابي يعيد ترطيب الشعر وفروة الرأس ويحافظ عليهما، يعزز حاجز فروة الرأس ويحسن المرونة.""}]}, {""type"": ""list-item"", ""children"": [{""type"": ""text"", ""value"": ""زيوت الأركان والزيتون ودوّار الشمس والصويا"", ""bold"": true}, {""type"": ""text"", ""value"": "": مزيج من الزيوت المغذية يرطب الشعر بعمق، يطرّي الألياف ويحمي من الجفاف والاعتداءات الخارجية من دون أن يثقل الشعر.""}]}]}, {""type"": ""paragraph"", ""children"": [{""type"": ""text"", ""value"": """", ""italic"": true}]}, {""type"": ""paragraph"", ""children"": [{""type"": ""text"", ""value"": ""انظر INCI الكامل على صفحة كل منتج."", ""italic"": true}]}]}"
METAFIELD,'34523964735721,value,ar,,,Key Ingredients,المكوّنات الرئيسية
METAFIELD,'34523964932329,value,ar,,,"{""type"":""root"",""children"":[{""type"":""list"",""listType"":""ordered"",""children"":[{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Shampoo: "",""bold"":true},{""type"":""text"",""value"":""Thoroughly wet hair and scalp with warm water. Rub a walnut‑sized amount between damp palms to lather and massage the scalp with circular motions. Rinse and repeat if desired.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Conditioner: "",""bold"":true},{""type"":""text"",""value"":""Squeeze out excess water, apply conditioner from mid‑lengths to ends, leave for 2–3 minutes and rinse with cool water.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Leave‑in Conditioner: "",""bold"":true},{""type"":""text"",""value"":""Apply to towel‑dried or dry hair, avoiding the roots. Use a small amount and distribute evenly. Adjust quantity by length and thickness for optimal results. Ideal for regular use and touch‑ups during the day.""}]}]}]}","{""type"": ""root"", ""children"": [{""type"": ""list"", ""listType"": ""ordered"", ""children"": [{""type"": ""list-item"", ""children"": [{""type"": ""text"", ""value"": ""شامبو:"", ""bold"": true}, {""type"": ""text"", ""value"": ""يرطِّب فروة الرأس والشعر تمامًا بالماء الدافئ. افرك كمية بحجم جوزة walnut بين راحتي اليدين الرطبتين لتكوين رغوة، ثم دلك فروة الرأس بحركات دائرية. اشطف ثم كرر إذا رغبت.""}]}, {""type"": ""list-item"", ""children"": [{""type"": ""text"", ""value"": ""بلسم:"", ""bold"": true}, {""type"": ""text"", ""value"": ""اعصر الماء الزائد، ضع البلسم من منتصف الشعر حتى الأطراف، اتركه 2–3 دقائق واشطف بماء فاتر.""}]}, {""type"": ""list-item"", ""children"": [{""type"": ""text"", ""value"": ""بلسم قابل للتمديد:"", ""bold"": true}, {""type"": ""text"", ""value"": ""يُطبق على الشعر المبلل بالمنشفة أو الجاف، مع تجنب الجذور. استخدم كمية قليلة ووزّعها بالتساوي. اضبط الكمية بحسب الطول والسمك للحصول على نتائج مثلى. مناسب للاستخدام المنتظم والتجديد خلال اليوم.""}]}]}]}"
METAFIELD,'34523964965097,value,ar,,,How To Use,كيفية الاستخدام
METAFIELD,'34523964997865,value,ar,,,"{""type"":""root"",""children"":[{""listType"":""unordered"",""type"":""list"",""children"":[{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Delivers deep, long‑lasting hydration: "",""bold"":true},{""type"":""text"",""value"":""Restores and maintains optimal hydration levels in hair and scalp, helping prevent dryness, dehydration and frizz.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Provides scalp comfort and balance: "",""bold"":true},{""type"":""text"",""value"":""Promotes a more balanced, flexible and comfortable scalp, reducing tightness and dryness.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Protects against photo‑ageing and oxidative stress: "",""bold"":true},{""type"":""text"",""value"":""Defends the hair fiber from damage caused by UV, pollution and free radicals, helping preserve youthfulness and vitality.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Restores softness, elasticity and natural shine: "",""bold"":true},{""type"":""text"",""value"":""Seals the cuticle, improves elasticity and returns luminosity to hair—leaving it softer, more flexible and visibly healthy without weighing it down.""}]}]}]}","{""type"": ""root"", ""children"": [{""listType"": ""unordered"", ""type"": ""list"", ""children"": [{""type"": ""list-item"", ""children"": [{""type"": ""text"", ""value"": ""يوفِّر ترطيبًا عميقًا وطويل الأمد:"", ""bold"": true}, {""type"": ""text"", ""value"": ""يعيد ويُحافظ على مستويات الترطيب المثلى في الشعر وفروة الرأس، يساعد في منع الجفاف والتهيج والتجعد.""}]}, {""type"": ""list-item"", ""children"": [{""type"": ""text"", ""value"": ""يوفِّر راحة وتوازن فروة الرأس:"", ""bold"": true}, {""type"": ""text"", ""value"": ""يعزز فروة رأس أكثر توازنًا ومرونة وراحة، يقلل الشعور بالشد والجفاف.""}]}, {""type"": ""list-item"", ""children"": [{""type"": ""text"", ""value"": ""يقي من الشيخوخة الضوئية والإجهاد التأكسدي:"", ""bold"": true}, {""type"": ""text"", ""value"": ""يدافع عن ألياف الشعر من التلف الناتج عن الأشعة فوق البنفسجية والتلوث والجذور الحرة، ويساعد في الحفاظ على الشباب والحيوية.""}]}, {""type"": ""list-item"", ""children"": [{""type"": ""text"", ""value"": ""يستعيد النعومة والمرونة ولمعان الشعر الطبيعي:"", ""bold"": true}, {""type"": ""text"", ""value"": ""يلفّ القَشَرة، يحسّن المرونة ويعيد الإشراق للشعر—يتركه أكثر نعومة ومرونة وصحة بوضوح دون تثقيل.""}]}]}]}"
METAFIELD,'34523965030633,value,ar,,,Key Benefits,الفوائد الرئيسية
METAFIELD,'34523965096169,value,ar,,,new,جديد
METAFIELD,'34523965128937,value,ar,,,"{""reviewCount"":0,""reviewAverageValue"":""0.0""}","{""reviewCount"":0,""reviewAverageValue"":""0.0""}"
METAFIELD,'34523990130921,value,ar,,,Soothing Serum for Irritated Scalp | TARA,سيروم مهدئ لفروة الرأس المتهيّجة | تارا
METAFIELD,'34523990163689,value,ar,,,"Revitalizing serum that soothes irritated scalp, helps reduce sebum and dandruff, and protects against pollution. Long-lasting balance and freshness.",سيروم مُنشّط يهدئ فروة الرأس المتهيّجة، يساعد في تقليل الدهون والقشرة ويحمي من التلوث. توازن وانتعاش يدومان.
METAFIELD,'34523990196457,value,ar,,,Scalp serum that regulates pH and balances sebum production.,سيروم فروة الرأس ينظّم درجة الحموضة ويوازن إنتاج الزهم.
METAFIELD,'34523990229225,value,ar,,,50 mL,50 مL
METAFIELD,'34523990261993,value,ar,,,Detox,ديتوكس
METAFIELD,'34523990294761,value,ar,,,"{""type"":""root"",""children"":[{""type"":""paragraph"",""children"":[{""type"":""text"",""value"":""An elegant fragrance combining mint and sage freshness with a woody, smoky touch. Citrus and spicy top notes lead to a refreshing heart and finish on a warm base of musk and sandalwood.""}]}]}","{""type"": ""root"", ""children"": [{""type"": ""paragraph"", ""children"": [{""type"": ""text"", ""value"": ""عطر أنيق يجمع برودة النعناع ومنعشة الميرمية مع لمسة خشبية مدخّنة. النوتات العليا الحمضية والتوابل تقود إلى قلب منعش وتختتم على قاعدة دافئة من المسك وخشب الصندل.""}]}]}"
METAFIELD,'34523990327529,value,ar,,,Fragrance,العطر
METAFIELD,'34523990524137,value,ar,,,"{""type"":""root"",""children"":[{""type"":""paragraph"",""children"":[{""type"":""text"",""value"":""All our formulas are free from sulfates, silicones, parabens, mineral oils and animal testing.""}]}]}","{""type"": ""root"", ""children"": [{""type"": ""paragraph"", ""children"": [{""type"": ""text"", ""value"": ""كل تركيباتنا خالية من السلفات والسيليكونات والبارابين والزيوت المعدنية وتجارب الحيوانات.""}]}]}"
METAFIELD,'34523990556905,value,ar,,,Free Of,خالٍ من
METAFIELD,'34523990589673,value,ar,,,Key Ingredients,المكوّنات الرئيسية
METAFIELD,'34523990622441,value,ar,,,"{""type"":""root"",""children"":[{""type"":""paragraph"",""children"":[{""type"":""text"",""value"":""Apply 1 dropper directly to the scalp on wet or dry hair. Distribute evenly along part lines, the sides and the back. Gently massage with the fingertips to aid absorption. Do not rinse; style as usual. Daily use recommended.""}]}]}","{""type"": ""root"", ""children"": [{""type"": ""paragraph"", ""children"": [{""type"": ""text"", ""value"": ""ضعي قطّارة واحدة مباشرة على فروة الرأس على شعر مبلل أو جاف. وزّعيها بالتساوي على خطوط الفرق والجوانب والخلف. دلّكي بلطف بأطراف الأصابع لمساعدة الامتصاص. لا تشطفي؛ صفّفي كما المعتاد. يوصى بالاستخدام اليومي.""}]}]}"
METAFIELD,'34523990655209,value,ar,,,How to Use,كيفية الاستخدام
METAFIELD,'34523990687977,value,ar,,,Key Benefits,الفوائد الرئيسية
METAFIELD,'34523990720745,value,ar,,,"{""type"":""root"",""children"":[{""type"":""list"",""listType"":""unordered"",""children"":[{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Red Algae Extract:"",""bold"":true},{""type"":""text"",""value"":""Hydrates, soothes, and strengthens the scalp, protecting it from irritation and oxidative stress.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Cactus Extract:"",""bold"":true},{""type"":""text"",""value"":""Provides intense hydration, soothes the scalp, and protects against environmental aggressors, improving hair vitality.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Celery Seed Extract:"",""bold"":true},{""type"":""text"",""value"":""Purifies and balances the scalp by regulating excess sebum and providing long-lasting freshness. Protects against irritation and flaking, supporting a healthy scalp.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Mentyl Lactate:"",""bold"":true},{""type"":""text"",""value"":""Provides a gentle, long‑lasting cooling sensation. Refreshes and soothes the scalp, relieving itching and irritation.""}]}]},{""type"":""paragraph"",""children"":[{""type"":""text"",""value"":""Please provide the Spanish text you would like translated.""}]},{""type"":""paragraph"",""children"":[{""type"":""text"",""value"":""Full INCI: AQUA (WATER). PEG-40 HYDROGENATED CASTOR OIL. PROPANEDIOL. CAPRYLIC/CAPRIC TRIGLYCERIDE. OPUNTIA FICUS-INDICA STEM EXTRACT. CHONDRUS CRISPUS EXTRACT. APIUM GRAVEOLENS (CELERY) SEED EXTRACT. MENTHYL LACTATE. PANTHENOL. GLYCERIN. DISODIUM EDTA. CITRIC ACID. SODIUM HYDROXIDE. PHENOXYETHANOL. ETHYLHEXYLGLYCERIN."",""italic"":true}]}]}","{""type"": ""root"", ""children"": [{""type"": ""list"", ""listType"": ""unordered"", ""children"": [{""type"": ""list-item"", ""children"": [{""type"": ""text"", ""value"": ""مستخلص الطحالب الحمراء:"", ""bold"": true}, {""type"": ""text"", ""value"": ""يرطّب، يهدّئ ويقوّي فروة الرأس، ويحميها من التهيّج والإجهاد التأكسدي.""}]}, {""type"": ""list-item"", ""children"": [{""type"": ""text"", ""value"": ""مستخلص الصبار:"", ""bold"": true}, {""type"": ""text"", ""value"": ""يوفّر ترطيباً مكثفاً، يهدّئ فروة الرأس، ويحمي من العوامل البيئية، ويعزّز vitality الشعر.""}]}, {""type"": ""list-item"", ""children"": [{""type"": ""text"", ""value"": ""مستخلص بذور الكرفس:"", ""bold"": true}, {""type"": ""text"", ""value"": ""ينقي ويوازن فروة الرأس عن طريق تنظيم الزهم الزائد وتوفير انتعاش طويل الأمد. يحمي من التهيّج والقشر، ويدعم فروة رأس صحية.""}]}, {""type"": ""list-item"", ""children"": [{""type"": ""text"", ""value"": ""مينتيل-لاكتات:"", ""bold"": true}, {""type"": ""text"", ""value"": ""يوفّر إحساس تبريد لطيف ودائم. ينعش ويرطّب فروة الرأس ويخفّف الحكة والتهيج.""}]}]}, {""type"": ""paragraph"", ""children"": [{""type"": ""text"", ""value"": ""يرجى تقديم النص الإسباني الذي ترغب ترجمته.""}]}, {""type"": ""paragraph"", ""children"": [{""type"": ""text"", ""value"": ""Full INCI: AQUA (WATER). PEG-40 HYDROGENATED CASTOR OIL. PROPANEDIOL. CAPRYLIC/CAPRIC TRIGLYCERIDE. OPUNTIA FICUS-INDICA STEM EXTRACT. CHONDRUS CRISPUS EXTRACT. APIUM GRAVEOLENS (CELERY) SEED EXTRACT. MENTHYL LACTATE. PANTHENOL. GLYCERIN. DISODIUM EDTA. CITRIC ACID. SODIUM HYDROXIDE. PHENOXYETHANOL. ETHYLHEXYLGLYCERIN."", ""italic"": true}]}]}"
METAFIELD,'34523990753513,value,ar,,,"{""type"":""root"",""children"":[{""type"":""list"",""listType"":""unordered"",""children"":[{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Purifies and balances the scalp: "",""bold"":true},{""type"":""text"",""value"":""Regulates excess sebum and removes impurities, leaving the scalp fresh and clean—ideal for preventing flaking and maintaining scalp health.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Hydrates and repairs: "",""bold"":true},{""type"":""text"",""value"":""Hydrates, softens and strengthens the hair fiber from the root, increasing elasticity and resistance.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Immediate freshness and comfort: "",""bold"":true},{""type"":""text"",""value"":""Provides prolonged cooling, calms irritation and itch, and mildly stimulates microcirculation to support follicle health.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Protects and strengthens follicles: "",""bold"":true},{""type"":""text"",""value"":""Red algae extract supplies antioxidants, minerals and amino acids that protect, soothe and strengthen follicles, preventing dryness and irritation even on sensitive scalps.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Supports natural scalp regeneration: "",""bold"":true},{""type"":""text"",""value"":""Delivers water, vitamins and minerals to keep the scalp balanced, hydrated and protected from external aggressors, supporting healthy, vigorous hair growth.""}]}]}]}","{""type"": ""root"", ""children"": [{""type"": ""list"", ""listType"": ""unordered"", ""children"": [{""type"": ""list-item"", ""children"": [{""type"": ""text"", ""value"": ""تنقية وتوازن فروة الرأس:"", ""bold"": true}, {""type"": ""text"", ""value"": ""تنظيم الزهم الزائد وإزالة الشوائب، مما يجعل فروة الرأس منتعشة ونظيفة—مثالية لمنع التقشّر والحفاظ على صحة فروة الرأس.""}]}, {""type"": ""list-item"", ""children"": [{""type"": ""text"", ""value"": ""يرطب ويصلح:"", ""bold"": true}, {""type"": ""text"", ""value"": ""يرطب، ينعّم ويقوّي ألياف الشعر من الجذر، مع زيادة المرونة ومقاومة الالتواء.""}]}, {""type"": ""list-item"", ""children"": [{""type"": ""text"", ""value"": ""إشعار بالانتعاش والراحة الفورية:"", ""bold"": true}, {""type"": ""text"", ""value"": ""يوفّر تبريداً مطوّلاً، يهدّئ التهيّج والحكة، وينشّط الدورة الدقيقة لدعم صحة البصيلات.""}]}, {""type"": ""list-item"", ""children"": [{""type"": ""text"", ""value"": ""يحمّي البصيلات ويقوّيها:"", ""bold"": true}, {""type"": ""text"", ""value"": ""مستخلص الطحالب الحمراوات يوفر مضادات أكسدة ومعادن وأحماض أمينية تحمي، تهدئ وتقوّي البصيلات، وتمنع الجفاف والتهيج حتى في فروة الرأس الحساسة.""}]}, {""type"": ""list-item"", ""children"": [{""type"": ""text"", ""value"": ""يدعم تجدد فروة الرأس الطبيعي:"", ""bold"": true}, {""type"": ""text"", ""value"": ""يوصل الماء والفيتامينات والمعادن ليبقى فروة الرأس متوازنة ورطبة ومحميّة من العوامل الخارجية، مما يدعم نمو الشعر الصحي والقوي.""}]}]}]}"
METAFIELD,'34523990819049,value,ar,,,486,486
METAFIELD,'34523990851817,value,ar,,,new,new
METAFIELD,'34523991048425,value,ar,,,"{""reviewCount"":0,""reviewAverageValue"":""0.0""}","{""reviewCount"":0,""reviewAverageValue"":""0.0""}"
METAFIELD,'34524007530729,value,ar,,,543616,543616
METAFIELD,'34524007563497,value,ar,,,543616,543616
METAFIELD,'34524007596265,value,ar,,,Acondicionador Suavizante y Nutritivo | TARA,بلسم لطيف ومغذٍ | TARA
METAFIELD,'34524007629033,value,ar,,,"A deeply nourishing and soothing conditioner that strengthens hair. Restores balance and leaves hair soft, lightweight, and full of vitality without weighing it down.",بلسم مغذٍ ومهدّئ يعزز الشعر. يعيد التوازن ويترك الشعر ناعماً وخفيفاً ومفعماً بالحيوية، دون أن يثقل.
METAFIELD,'34524007661801,value,ar,,,Rebalancing conditioner that nourishes and strengthens after a deep cleanse.,بلسم معادل يغذي ويقوّي بعد تنظيف عميق.
METAFIELD,'34524007694569,value,ar,,,250 mL,250 mL
METAFIELD,'34524007727337,value,ar,,,Detox,ديتوكس
METAFIELD,'34524007760105,value,ar,,,"{""type"":""root"",""children"":[{""type"":""paragraph"",""children"":[{""type"":""text"",""value"":""An elegant fragrance combining the freshness of mint and sage with a smoky, woody touch. Citrusy and spicy top notes lead to a refreshing heart and finish on a warm base of musk and sandalwood.""}]}]}","{""type"": ""root"", ""children"": [{""type"": ""paragraph"", ""children"": [{""type"": ""text"", ""value"": ""عطر أنيق يجمع نضارة النعناع والميرمية مع لمسة خشبية مدخّنة. النوتات العليا الحمضية والتوابل تقود إلى قلب منعش وتختتم على قاعدة دافئة من المسك وخشب الصندل.""}]}]}"
METAFIELD,'34524007792873,value,ar,,,Fragrance,العطر
METAFIELD,'34524007825641,value,ar,,,"{""type"":""root"",""children"":[{""type"":""paragraph"",""children"":[{""type"":""text"",""value"":""All our formulas are free of sulfates, silicones, parabens, mineral oils and animal testing.""}]}]}","{""type"": ""root"", ""children"": [{""type"": ""paragraph"", ""children"": [{""type"": ""text"", ""value"": ""كل تركيباتنا خالية من السلفات والسيليكونات والبارابين والزيوت المعدنية وتجارب الحيوانات.""}]}]}"
METAFIELD,'34524007858409,value,ar,,,Free of,خالٍ من
METAFIELD,'34524007891177,value,ar,,,Key Ingredients,المكوّنات الرئيسية
METAFIELD,'34524007923945,value,ar,,,"{""type"":""root"",""children"":[{""type"":""paragraph"",""children"":[{""type"":""text"",""value"":""Remove excess water, apply conditioner from mid-lengths to ends, leave on for 2–3 minutes and rinse with cool water.""}]},{""type"":""paragraph"",""children"":[{""type"":""text"",""value"":""For best results, follow with the ""},{""type"":""text"",""value"":""Detox Scalp Serum."",""bold"":true}]}]}","{""type"": ""root"", ""children"": [{""type"": ""paragraph"", ""children"": [{""type"": ""text"", ""value"": ""أزيلي الماء الزائد، ضعي البلسم من منتصف الأطوال حتى الأطراف، اتركيه 2–3 دقائق واشطفي بماء بارد.""}]}, {""type"": ""paragraph"", ""children"": [{""type"": ""text"", ""value"": ""لأفضل نتيجة، اتبعيه بـ ""}, {""type"": ""text"", ""value"": ""ديتوكس سيروم فروة الرأس."", ""bold"": true}]}]}"
METAFIELD,'34524007956713,value,ar,,,How to Use,كيفية الاستخدام
METAFIELD,'34524008153321,value,ar,,,"{""type"":""root"",""children"":[{""listType"":""unordered"",""type"":""list"",""children"":[{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Fiber repair"",""bold"":true},{""type"":""text"",""value"":"": Panthenol and avocado oil penetrate the fiber, repairing damage, sealing the cuticle and preventing breakage and split ends.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Strength and resilience"",""bold"":true},{""type"":""text"",""value"":"": Minerals from Ghassoul clay and antioxidants from avocado and pepper strengthen hair structure, making it more resistant to breakage.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Hydration and elasticity"",""bold"":true},{""type"":""text"",""value"":"": Humectant actives deliver water and nutrients to improve fiber flexibility and prevent frizz.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Visible shine and softness"",""bold"":true},{""type"":""text"",""value"":"": A blend of lipids and vitamins nourishes hair, leaving it silky, manageable and with healthy natural shine.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Protection from external aggressors"",""bold"":true},{""type"":""text"",""value"":"": Creates a protective barrier that shields the fiber from heat, pollution and oxidation.\n""}]}]}]}","{""type"": ""root"", ""children"": [{""listType"": ""unordered"", ""type"": ""list"", ""children"": [{""type"": ""list-item"", ""children"": [{""type"": ""text"", ""value"": ""إصلاح الخصل"", ""bold"": true}, {""type"": ""text"", ""value"": "": يخترق البانثينول وزيت الأفوكادو الخصل، يصلّح التلف، يغلق القشور ويمنع التكسر وتقصف الأطراف.""}]}, {""type"": ""list-item"", ""children"": [{""type"": ""text"", ""value"": ""القوة والمرونة"", ""bold"": true}, {""type"": ""text"", ""value"": "": المعادن من طين الغاسول ومضادات الأكسدة في الأفوكادو والفلفل تقوّي بنية الشعر، ما يزيد مقاومته للتكسر.""}]}, {""type"": ""list-item"", ""children"": [{""type"": ""text"", ""value"": ""الترطيب والمرونة"", ""bold"": true}, {""type"": ""text"", ""value"": "": عوامل مرطبة توفّر الماء والمغذيات لتحسّن مرونة الخصل وتمنع الهيشان.""}]}, {""type"": ""list-item"", ""children"": [{""type"": ""text"", ""value"": ""لمعان ونعومة مرئيان"", ""bold"": true}, {""type"": ""text"", ""value"": "": مزيج من الدهون والفيتامينات يغذّي الشعر، يتركه حريرياً، سهل التصفيف وبلمعان طبيعي صحي.""}]}, {""type"": ""list-item"", ""children"": [{""type"": ""text"", ""value"": ""حماية من العوامل الخارجية"", ""bold"": true}, {""type"": ""text"", ""value"": "": يشكّل حاجزًا واقيًا يحمي الخصل من الحرارة والتلوّث والتأكسد.\n""}]}]}]}"
METAFIELD,'34524008186089,value,ar,,,Key Benefits,الفوائد الرئيسية
METAFIELD,'34524008218857,value,ar,,,"{""type"":""root"",""children"":[{""listType"":""unordered"",""type"":""list"",""children"":[{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Ghassoul Clay: "",""bold"":true},{""type"":""text"",""value"":""Gently cleanses, remineralizes and balances the scalp, adding shine and body to hair.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Avocado Oil:"",""bold"":true},{""type"":""text"",""value"":"" "",""bold"":true,""italic"":true},{""type"":""text"",""value"":""Nourishes and repairs hair deeply thanks to its richness in fatty acids, vitamins and antioxidants. Strengthens the hair fiber and protects against external damage. ""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Panthenol (Vitamin B5):"",""bold"":true},{""type"":""text"",""value"":"" A potent humectant and reparative agent that improves hair hydration, strengthens the fiber from within, smooths texture and increases elasticity, leaving hair stronger, more manageable and with healthy shine.""}]}]},{""type"":""paragraph"",""children"":[{""type"":""text"",""value"":""""}]},{""type"":""paragraph"",""children"":[{""type"":""text"",""value"":""Full INCI: AQUA (WATER). CETEARYL ALCOHOL. COCO-CAPRYLATE. GLYCERIN. PROPANEDIOL. BEHENTRIMONIUM CHLORIDE. MOROCCAN LAVA CLAY. PERSEA GRATISSIMA (AVOCADO) OIL. XYLITOL. STEARAMIDOPROPYL DIMETHYLAMINE. PIPER NIGRUM (PEPPER) FRUIT EXTRACT. INGA ALBA BARK EXTRACT. PANTHENOL. ARGININE. POLYQUATERNIUM-37. LACTIC ACID. BUTYLENE GLYCOL. SODIUM LAUROYL LACTYLATE. SODIUM CAPROYL LACTYLATE. TETRASODIUM EDTA. TOCOPHEROL. ETHYLHEXYLGLYCERIN. PHENOXYETHANOL. CITRIC ACID. BRASSICA ALCOHOL. BRASSICYL VALINATE ESYLATE. GLYCERYL STEARATE. PEG-100 STEARATE. ISOPROPYL ALCOHOL. PARFUM (FRAGRANCE). TETRAMETHYL ACETYLOCTAHYDRONAPHTALENES."",""italic"":true}]}]}","{""type"": ""root"", ""children"": [{""listType"": ""unordered"", ""type"": ""list"", ""children"": [{""type"": ""list-item"", ""children"": [{""type"": ""text"", ""value"": ""طين الغاسول: "", ""bold"": true}, {""type"": ""text"", ""value"": ""ينظّف بلطف، يعيد المعادن ويوازن فروة الرأس، مضيفًا لمعانًا وكثافة للشعر.""}]}, {""type"": ""list-item"", ""children"": [{""type"": ""text"", ""value"": ""زيت الأفوكادو:"", ""bold"": true}, {""type"": ""text"", ""value"": "" "", ""bold"": true, ""italic"": true}, {""type"": ""text"", ""value"": ""يغذّي ويصلّح الشعر بعمق بفضل غناه بالأحماض الدهنية والفيتامينات والمضادات الأكسدة. يقوّي بنية الخصل ويحمي من التلف الخارجي. ""}]}, {""type"": ""list-item"", ""children"": [{""type"": ""text"", ""value"": ""بانثينول (فيتامين B5):"", ""bold"": true}, {""type"": ""text"", ""value"": ""عامل مرطّب ومصلح فعّال يحسّن ترطيب الشعر، يقوّي الخصل من الداخل، ينعم الملمس ويزيد المرونة، ويترك الشعر أقوى وأسهل في التصفيف وبلمعان صحي.""}]}]}, {""type"": ""paragraph"", ""children"": [{""type"": ""text"", ""value"": """"}]}, {""type"": ""paragraph"", ""children"": [{""type"": ""text"", ""value"": ""Full INCI: AQUA (WATER). CETEARYL ALCOHOL. COCO-CAPRYLATE. GLYCERIN. PROPANEDIOL. BEHENTRIMONIUM CHLORIDE. MOROCCAN LAVA CLAY. PERSEA GRATISSIMA (AVOCADO) OIL. XYLITOL. STEARAMIDOPROPYL DIMETHYLAMINE. PIPER NIGRUM (PEPPER) FRUIT EXTRACT. INGA ALBA BARK EXTRACT. PANTHENOL. ARGININE. POLYQUATERNIUM-37. LACTIC ACID. BUTYLENE GLYCOL. SODIUM LAUROYL LACTYLATE. SODIUM CAPROYL LACTYLATE. TETRASODIUM EDTA. TOCOPHEROL. ETHYLHEXYLGLYCERIN. PHENOXYETHANOL. CITRIC ACID. BRASSICA ALCOHOL. BRASSICYL VALINATE ESYLATE. GLYCERYL STEARATE. PEG-100 STEARATE. ISOPROPYL ALCOHOL. PARFUM (FRAGRANCE). TETRAMETHYL ACETYLOCTAHYDRONAPHTALENES."", ""italic"": true}]}]}"
METAFIELD,'34524008251625,value,ar,,,ahead,ahead
METAFIELD,'34524008317161,value,ar,,,new,مقدّم
METAFIELD,'34524008349929,value,ar,,,"{""reviewCount"":0,""reviewAverageValue"":""0.0""}","{""reviewCount"":0,""reviewAverageValue"":""0.0""}"
METAFIELD,'34524018999529,value,ar,,,543615,543615
METAFIELD,'34524019032297,value,ar,,,543615,543615
